SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),95 Main St,Ellsworth,ME,04605,899000,2,2.0,Ellsworth,3800,2613,1933,5,237,,Active,,,https://www.redfin.com/ME/Ellsworth/95-Main-St-04605/home/188602185,MREIS,1577761,N,Y,44.5412871,-68.4239906
MLS Listing,,Vacant Land,Map2Lot25 Park St,Bucksport,ME,04416,75000,,,Bucksport,,68389,,5,,,Active,,,https://www.redfin.com/ME/Bucksport/Map2Lot25-Park-St-04416/home/188600966,MREIS,1577747,N,Y,44.5727565,-68.7776374
MLS Listing,,Vacant Land,Map2Lot68 Park St,Bucksport,ME,04416,500000,,,Bucksport,,1306800,,5,,,Active,,,https://www.redfin.com/ME/Bucksport/Map2Lot68-Park-St-04416/home/188600964,MREIS,1577750,N,Y,44.5727565,-68.7776374
MLS Listing,,Vacant Land,Map2Lot26 Park St,Bucksport,ME,04416,130000,,,Bucksport,,52707,,5,,,Active,,,https://www.redfin.com/ME/Bucksport/Map2Lot26-Park-St-04416/home/188600963,MREIS,1577748,N,Y,44.5727565,-68.7776374
MLS Listing,,Vacant Land,Map2Lot27 Park St,Bucksport,ME,04416,250000,,,Bucksport,,114998,,5,,,Active,,,https://www.redfin.com/ME/Bucksport/Map2Lot27-Park-St-04416/home/188600962,MREIS,1577749,N,Y,44.5727565,-68.7776374
MLS Listing,,Vacant Land,Map2Lot24 Park St,Bucksport,ME,04416,100000,,,Bucksport,,43560,,5,,,Active,,,https://www.redfin.com/ME/Bucksport/Map2Lot24-Park-St-04416/home/188600961,MREIS,1577746,N,Y,44.5727565,-68.7776374
MLS Listing,,Single Family Residential,84 Conary Cove Rd,Deer Isle,ME,04627,1700000,4,3.0,Deer Isle,3959,479160,1980,5,429,,Active,,,https://www.redfin.com/ME/Deer-Isle/84-Conary-Cove-Rd-04627/home/100343751,MREIS,1577704,N,Y,44.1895415,-68.5737815
MLS Listing,,Single Family Residential,163 Perkins St,Castine,ME,04421,849000,2,1.5,Castine,1300,8712,1800,5,653,,Active,,,https://www.redfin.com/ME/Castine/163-Perkins-St-04421/home/100005232,MREIS,1577687,N,Y,44.3856582,-68.801269
MLS Listing,,Vacant Land,102 Naskeag Point Rd,Brooklin,ME,04616,149000,,,Brooklin,,328878,,6,,,Active,,,https://www.redfin.com/ME/Brooklin/102-Naskeag-Rd-04616/home/100227302,MREIS,1577582,N,Y,44.2601227,-68.564735
MLS Listing,,Single Family Residential,26 Patriot Rd,Ellsworth,ME,04605,399000,3,2.0,Ellsworth,1828,65340,1994,7,218,,Active,,,https://www.redfin.com/ME/Ellsworth/26-Patriot-Rd-04605/home/100329123,MREIS,1577481,N,Y,44.5860587,-68.4352082
MLS Listing,,Single Family Residential,7 Double Duck Ln,Tremont,ME,04674,348000,2,1.5,Tremont,1352,81021,1990,7,257,,Active,,,https://www.redfin.com/ME/Seal-Cove/7-Double-Duck-Ln-04674/home/100341720,MREIS,1577480,N,Y,44.3149563,-68.4071913
MLS Listing,,Single Family Residential,541 Newbury Neck Rd,Surry,ME,04684,489000,4,1.5,Surry,2200,130680,1810,7,222,,Active,,,https://www.redfin.com/ME/Surry/541-Newbury-Neck-Rd-04684/home/100346000,MREIS,1577458,N,Y,44.470456,-68.476484
MLS Listing,,Single Family Residential,1297 River Rd,Bucksport,ME,04416,155000,1,1.0,Bucksport,800,1742400,1959,8,194,,Active,,,https://www.redfin.com/ME/Bucksport/1297-River-Rd-04416/home/85797312,MREIS,1577423,N,Y,44.6574644,-68.8149854
MLS Listing,,Vacant Land,00 Gravel Pit Rd,Eastbrook,ME,04634,59900,,,Eastbrook,,1383030,,9,,,Active,,,https://www.redfin.com/ME/Eastbrook/Gravel-Pit-RD-04634/home/178534692,MREIS,1577295,N,Y,44.6786857,-68.2644618
MLS Listing,,Single Family Residential,871 Castine Rd,Orland,ME,04472,385000,1,1.0,Orland,1456,165528,1979,11,264,,Active,,,https://www.redfin.com/ME/Orland/871-Castine-Rd-04472/home/85702169,MREIS,1577226,N,Y,44.523377,-68.747612
MLS Listing,,Single Family Residential,1591 US Highway 1,Hancock,ME,04640,345000,3,1.0,Hancock,1700,940896,,12,203,,Active,,,https://www.redfin.com/ME/Hancock/1591-US-Hwy-1-04640/home/100310696,MREIS,1577202,N,Y,44.5238187,-68.2405882
MLS Listing,,Vacant Land,0 Moosehorn Dr,Bucksport,ME,04416,22500,,,Bucksport,,43995,,13,,,Active,,,https://www.redfin.com/ME/Bucksport/0-Moosehorn-Dr-04416/home/188512223,MREIS,1577042,N,Y,44.6290292,-68.6975408
MLS Listing,,Multi-Family (2-4 Unit),6 Sea St,Mount Desert,ME,04660,2100000,9,4.0,Mount Desert,4052,13503,1895,14,518,,Active,,,https://www.redfin.com/ME/Mount-Desert/6-Sea-St-04660/home/85770443,MREIS,1577020,N,Y,44.2947685,-68.2885999
MLS Listing,,Single Family Residential,229 Soper Rd,Orland,ME,04472,1495000,9,8.5,Orland,11026,196020,1960,14,136,,Active,,,https://www.redfin.com/ME/Orland/229-Soper-Rd-04472/home/85703427,MREIS,1576993,N,Y,44.5903799,-68.7074789
MLS Listing,,Single Family Residential,153 Treasure Island Rd,Sorrento,ME,04677,1795000,4,4.0,Sorrento,4974,48787,2002,14,361,149,Active,,,https://www.redfin.com/ME/Sorrento/153-Treasure-Island-Rd-04677/home/85760844,MREIS,1576946,N,Y,44.479324,-68.159043
MLS Listing,,Vacant Land,0 N Penobscot Rd,Penobscot,ME,04476,169000,,,Penobscot,,1306800,,14,,,Active,,,https://www.redfin.com/ME/Penobscot/0-N-Penobscot-Rd-04476/home/187437420,MREIS,1576951,N,Y,44.4967838,-68.6813785
MLS Listing,,Single Family Residential,7 Walls St,Mount Desert,ME,04660,450000,2,1.5,Mount Desert,1260,6098,1950,15,357,,Active,,,https://www.redfin.com/ME/Mount-Desert/7-Walls-St-04660/home/85770206,MREIS,1576903,N,Y,44.3172992,-68.2075837
MLS Listing,,Single Family Residential,18 Loon Way,Orland,ME,04472,469000,2,1.0,Orland,940,56628,,15,499,6,Active,,,https://www.redfin.com/ME/Orland/18-Loon-Way-04472/home/85701823,MREIS,1576879,N,Y,44.54398,-68.625466
MLS Listing,,Vacant Land,0 Lot 3-1 River Breeze Way,Ellsworth,ME,04605,199000,,,Ellsworth,,187308,,15,,0,Active,,,https://www.redfin.com/ME/Trenton/3-River-Breeze-Rd-04605/home/100331278,MREIS,1576834,N,Y,44.5298481,-68.4217891
MLS Listing,,Vacant Land,0 Lot 3-2 Tinker Farm Way,Ellsworth,ME,04605,85000,,,Ellsworth,,34412,,15,,0,Active,,,https://www.redfin.com/ME/Ellsworth/3-Tinker-Farm-Way-04605/home/171854240,MREIS,1576830,N,Y,44.5294807,-68.4195185
MLS Listing,,Vacant Land,lot 5-1 McKinley Ln,Tremont,ME,04653,130000,,,Tremont,,56628,,16,,,Active,,,https://www.redfin.com/ME/Bass-Harbor/5-McKinley-Ln-04653/home/188464936,MREIS,1576773,N,Y,44.2317591,-68.3399642
MLS Listing,,Single Family Residential,223 Sand Point Rd,Bar Harbor,ME,04679,675000,4,2.0,Bar Harbor,1800,44866,1865,16,375,,Active,,,https://www.redfin.com/ME/Bar-Harbor/223-Sand-Point-Rd-04609/home/100269116,MREIS,1576760,N,Y,44.4363171,-68.2714722
MLS Listing,,Single Family Residential,71 Williams Pond Rd,Bucksport,ME,04416,200000,3,2.0,Bucksport,1474,1829520,1979,17,136,,Active,,,https://www.redfin.com/ME/Bucksport/71-Williams-Pond-Rd-04416/home/85795964,MREIS,1576718,N,Y,44.646768,-68.767159
MLS Listing,,Single Family Residential,819 Red Bridge Rd,Ellsworth,ME,04605,110000,3,1.5,Ellsworth,3513,52272,1900,17,31,,Active,,,https://www.redfin.com/ME/Ellsworth/819-Red-Bridge-Rd-04605/home/188448137,MREIS,1576716,N,Y,44.5815522,-68.5039307
MLS Listing,,Single Family Residential,510 S Deer Isle Rd,Deer Isle,ME,04627,175000,4,1.0,Deer Isle,1356,10890,1900,17,129,,Active,,,https://www.redfin.com/ME/Deer-Isle/510-S-Deer-Isle-Rd-04627/home/100343617,MREIS,1570400,N,Y,44.1899659,-68.6605854
MLS Listing,,Single Family Residential,414 Douglas Hwy,Lamoine,ME,04605,475000,6,3.0,Lamoine,3159,95832,1841,19,150,,Active,,,https://www.redfin.com/ME/Lamoine/414-Douglas-Hwy-04605/home/100355243,MREIS,1576638,N,Y,44.5128221,-68.3574225
MLS Listing,,Vacant Land,46 Higg St,Sullivan,ME,04664,69900,,,Sullivan,,139392,,19,,,Active,,,https://www.redfin.com/ME/Sullivan/46-Higg-St-04664/home/85712700,MREIS,1576574,N,Y,44.5457591,-68.2421217
MLS Listing,,Single Family Residential,165 South St,Blue Hill,ME,04614,839000,4,4.5,Blue Hill,4217,1537667,1993,19,199,,Active,,,https://www.redfin.com/ME/Blue-Hill/165-South-St-04614/home/85250885,MREIS,1576549,N,Y,44.3984226,-68.5886627
MLS Listing,,Single Family Residential,107 Silsby Rd,Mariaville,ME,04605,79900,1,1.0,Mariaville,576,28314,1980,20,139,25,Active,,,https://www.redfin.com/ME/Mariaville/107-Silsby-Rd-04605/home/97655999,MREIS,1576498,N,Y,44.7254394,-68.3918494
MLS Listing,,Single Family Residential,136 Pioneer Farm Way,Ellsworth,ME,04605,493000,6,4.0,Ellsworth,2900,91040,2002,21,170,,Active,,,https://www.redfin.com/ME/Ellsworth/136-Pioneer-Farm-Way-04605/home/100331248,MREIS,1576418,N,Y,44.5121041,-68.4248494
MLS Listing,,Single Family Residential,417 US Rte,Gouldsboro,ME,04607,220000,2,1.0,Gouldsboro,606,72309,1989,21,363,,Active,,,https://www.redfin.com/ME/South-Gouldsboro/417-US-RTE-04607/home/186205799,MREIS,1566520,N,Y,44.4956854,-68.0465779
MLS Listing,,Single Family Residential,62 Hadlock Ln,Southwest Harbor,ME,04679,750000,3,2.0,Southwest Harbor,1672,349351,2004,22,449,,Active,,,https://www.redfin.com/ME/Southwest-Harbor/62-Hadlock-Ln-04679/home/66670731,MREIS,1576304,N,Y,44.2591506,-68.305542
MLS Listing,,Vacant Land,Lot 5&6 Keefe Way,Ellsworth,ME,04605,250000,,,Ellsworth,,467398,,22,,25,Active,,,https://www.redfin.com/ME/Ellsworth/5-Keefe-Way-04605/home/179473009,MREIS,1576286,N,Y,44.6456028,-68.5451038
MLS Listing,,Single Family Residential,1057 Castine Rd,Penobscot,ME,04476,285000,3,1.0,Penobscot,1200,21780,1954,22,238,,Active,,,https://www.redfin.com/ME/Penobscot/1057-Castine-Rd-04476/home/85720806,MREIS,1576277,N,Y,44.4468558,-68.7798175
MLS Listing,,Vacant Land,10 Cedar St,Bucksport,ME,04416,55000,,,Bucksport,,29620,,22,,,Active,,,https://www.redfin.com/ME/Bucksport/10-Cedar-St-04416/home/188221065,MREIS,1576283,N,Y,44.5846348,-68.784867
MLS Listing,,Vacant Land,Lot 21 Grand View Dr,Dedham,ME,04429,69900,,,Dedham,,170319,,22,,,Active,,,https://www.redfin.com/ME/Dedham/21-Grand-View-Dr-04429/home/188217488,MREIS,1576261,N,Y,44.6731502,-68.5419568
MLS Listing,,Vacant Land,32 US HWY 1 Hwy,Ellsworth,ME,04605,1200000,,,Ellsworth,,3476088,,22,,,Active,,,https://www.redfin.com/ME/Ellsworth/32-U-S-1-04605/home/188217485,MREIS,1576262,N,Y,44.5389351,-68.4302295
MLS Listing,,Single Family Residential,221 Main St,Southwest Harbor,ME,04679,2349000,5,4.0,Southwest Harbor,4319,47916,2014,22,544,,Active,,,https://www.redfin.com/ME/Southwest-Harbor/221-Main-St-04679/home/100209323,MREIS,1576241,N,Y,44.2916732,-68.328737
MLS Listing,,Single Family Residential,116 Beechland Rd,Ellsworth,ME,04605,489000,4,3.0,Ellsworth,3144,34848,2004,23,156,,Active,,,https://www.redfin.com/ME/Ellsworth/116-Beechland-Rd-04605/home/107184644,MREIS,1576228,N,Y,44.5187163,-68.4046899
MLS Listing,,Single Family Residential,724 Millvale Rd,Bucksport,ME,04416,285000,3,1.0,Bucksport,1022,74052,1971,23,279,,Active,,,https://www.redfin.com/ME/Bucksport/724-Millvale-Rd-04416/home/85796632,MREIS,1576225,N,Y,44.645129,-68.7760459
MLS Listing,,Single Family Residential,663 Reach Rd Rd,Deer Isle,ME,04627,625000,3,2.0,Deer Isle,2062,304920,1978,24,303,,Active,,,https://www.redfin.com/ME/Deer-Isle/663-Reach-Rd-04627/home/100342892,MREIS,1576121,N,Y,44.2453128,-68.6201636
MLS Listing,,Single Family Residential,37 Grant St,Bar Harbor,ME,04609,439900,2,1.0,Bar Harbor,894,183387,1989,25,492,,Active,,,https://www.redfin.com/ME/Bar-Harbor/37-Grant-St-04609/home/100268823,MREIS,1576088,N,Y,44.4135246,-68.3375218
MLS Listing,,Vacant Land,076 Map: 20 Lot: 076,Blue Hill,ME,04614,124900,,,Blue Hill,,6621120,,27,,,Active,,,https://www.redfin.com/ME/Blue-Hill/076-Map-20-Lot-076-04614/home/188185386,MREIS,1575932,N,Y,44.4080355,-68.5761391
MLS Listing,,Vacant Land,008 Map: 024 Lot: 008,Blue Hill,ME,04614,58000,,,Blue Hill,,1894860,,27,,,Active,,,https://www.redfin.com/ME/Blue-Hill/008-Map-024-Lot-008-04614/home/188185380,MREIS,1575931,N,Y,44.4080355,-68.5761391
MLS Listing,,Vacant Land,off US RT 1,Ellsworth,ME,04605,60000,,,Ellsworth,,87120,,28,,,Active,,,https://www.redfin.com/ME/Ellsworth/off-Route-1-Unknown/home/188178778,MREIS,1575872,N,Y,44.5449116,-68.5166609
MLS Listing,,Single Family Residential,618 Airline Rd,Amherst,ME,04605,309000,2,1.0,Amherst,864,65340,2022,28,358,,Active,,,https://www.redfin.com/ME/Amherst/618-Airline-Rd-04605/home/97620240,MREIS,1575470,N,Y,44.8347357,-68.3585717
MLS Listing,,Mobile/Manufactured Home,26 Fiddlehead Ln,Hancock,ME,04640,54950,2,2.0,Hancock,1000,,2000,29,55,454,Active,,,https://www.redfin.com/ME/Hancock/26-Fiddlehead-Ln-04640/home/100310675,MREIS,1575761,N,Y,44.531124,-68.367487
MLS Listing,,Single Family Residential,2434 Greenfield Rd,Summit Twp,ME,04418,199000,1,,Summit Twp,775,2570040,1955,29,257,,Active,,,https://www.redfin.com/ME/Costigan/2434-Greenfield-RD-04418/home/188166457,MREIS,1575749,N,Y,45.0836174,-68.3606149
MLS Listing,,Single Family Residential,267 Eastside Rd,Hancock,ME,04640,320000,3,1.5,Hancock,1311,34848,1910,29,244,,Active,,,https://www.redfin.com/ME/Hancock/267-Eastside-Rd-04640/home/100311048,MREIS,1575696,N,Y,44.510166,-68.226738
MLS Listing,,Vacant Land,Lot 69 Bluejay Ln,Waltham,ME,04605,52222,,,Waltham,,239580,,30,,42,Active,,,https://www.redfin.com/ME/Mariaville/69-Bluejay-Ln-04605/home/188159306,MREIS,1575652,N,Y,44.788365,-68.4425726
MLS Listing,,Vacant Land,0 Maple Ridge Dr,Bucksport,ME,04416,49900,,,Bucksport,,87120,,30,,,Active,,,https://www.redfin.com/ME/Bucksport/Maple-Ridge-Dr-04416/home/144251329,MREIS,1575593,N,Y,44.6075,-68.7678
MLS Listing,,Mobile/Manufactured Home,31 Bunker Hill Rd,Bucksport,ME,04416,190000,3,2.0,Bucksport,1744,79714,1993,31,109,,Active,,,https://www.redfin.com/ME/Bucksport/31-Bunker-Hill-Rd-04416/home/85796149,MREIS,1575542,N,Y,44.660267,-68.811945
MLS Listing,,Single Family Residential,114 Oak St,Ellsworth,ME,04605,329000,3,1.5,Ellsworth,1960,23522,1900,32,168,,Active,,,https://www.redfin.com/ME/Ellsworth/114-Oak-St-04605/home/66720401,MREIS,1575523,N,Y,44.5483545,-68.4248013
MLS Listing,,Single Family Residential,120 US Route 1,Gouldsboro,ME,04607,575000,3,2.0,Gouldsboro,2325,871200,1991,32,247,,Active,,,https://www.redfin.com/ME/Gouldsboro/120-Route-1-04607/home/66673435,MREIS,1575503,N,Y,44.4851593,-68.1154006
MLS Listing,,Single Family Residential,25 Minister Field Rd,Stonington,ME,04681,935000,3,2.5,Stonington,2287,174240,1990,33,409,,Active,,,https://www.redfin.com/ME/Stonington/25-Stanley-Field-Rd-04681/home/188138240,MREIS,1575428,N,Y,44.1905532,-68.6698169
MLS Listing,,Single Family Residential,57 Forest Hl,Bucksport,ME,04416,499900,3,3.0,Bucksport,2936,39204,2000,34,170,,Active,,,https://www.redfin.com/ME/Bucksport/57-Forest-Hl-04416/home/85796007,MREIS,1575342,N,Y,44.579884,-68.7829994
MLS Listing,,Single Family Residential,41 Main St,Bucksport,ME,04416,319000,4,1.5,Bucksport,2250,11325,1830,35,142,,Active,,,https://www.redfin.com/ME/Bucksport/41-Main-St-04416/home/85796927,MREIS,1575267,N,Y,44.5715845,-68.7913404
MLS Listing,,Vacant Land,00 Silver Mine Rd,Sedgwick,ME,04673,400000,,,Sedgwick,,61855,,35,,,Active,,,https://www.redfin.com/ME/Sargentville/0-Silver-Mine-Ln-04673/home/188104639,MREIS,1575217,N,Y,44.2994385,-68.6862826
MLS Listing,,Single Family Residential,462 Bald Mountain Rd,Dedham,ME,04429,499900,3,2.0,Dedham,2864,88426,1992,35,175,,Active,,,https://www.redfin.com/ME/Dedham/462-Bald-Mountain-Rd-04429/home/100181659,MREIS,1575159,N,Y,44.670533,-68.627301
MLS Listing,,Single Family Residential,2379 US Highway 1,Sullivan,ME,04664,625000,2,2.0,Sullivan,2146,718740,2002,36,291,,Active,,,https://www.redfin.com/ME/Sullivan/2379-US-Hwy-1-04664/home/85713145,MREIS,1575081,N,Y,44.5112059,-68.1754544
MLS Listing,,Vacant Land,Lot 6 Libby Rd,Gouldsboro,ME,04607,139900,,,Gouldsboro,,6098400,,36,,,Active,,,https://www.redfin.com/ME/Gouldsboro/6-Libby-Rd-04607/home/188094825,MREIS,1575067,N,Y,44.4912148,-68.0302932
MLS Listing,,Single Family Residential,43 Main Street (Seal Harbor),Mount Desert,ME,04675,999900,2,1.0,Mount Desert,1191,13503,1930,36,840,,Active,,,https://www.redfin.com/ME/Mount-Desert/43-Main-Street-Seal-Harbor-04675/home/188094437,MREIS,1575065,N,Y,44.3091737,-68.2465965
MLS Listing,,Vacant Land,817 Red Bridge Rd,Ellsworth,ME,04605,99000,,,Ellsworth,,52272,,37,,,Active,,,https://www.redfin.com/ME/Ellsworth/817-Red-Bridge-Rd-04605/home/100329101,MREIS,1575016,N,Y,44.581289,-68.503271
MLS Listing,,Vacant Land,21-8-21 Pond Ln,Surry,ME,04684,124900,,,Surry,,39639,,37,,13,Active,,,https://www.redfin.com/ME/Surry/21-Pond-Ln-04684/home/188089505,MREIS,1575007,N,Y,44.4210328,-68.4725477
MLS Listing,,Vacant Land,Lot 15 Peaceful Point Rd,Waltham,ME,04605,125000,,,Waltham,,253954,,37,,42,Active,,,https://www.redfin.com/ME/Waltham/Lot-15-Peaceful-Point-Rd-04605/home/185084399,MREIS,1574994,N,Y,44.6482894,-68.3745035
MLS Listing,,Single Family Residential,104 Maddocks Ave,Ellsworth,ME,04605,939000,6,5.0,Ellsworth,5264,54450,2007,37,178,,Active,,,https://www.redfin.com/ME/Ellsworth/104-Maddocks-Ave-04605/home/59030555,MREIS,1574367,N,Y,44.5519624,-68.4168927
MLS Listing,,Single Family Residential,120 Surry Rd,Ellsworth,ME,04605,515000,3,2.0,Ellsworth,1847,21780,1907,39,279,,Active,,,https://www.redfin.com/ME/Ellsworth/120-Surry-Rd-04605/home/100330292,MREIS,1574865,N,Y,44.5319141,-68.4303755
MLS Listing,,Condo/Co-op,25 Meadow Way #25,Ellsworth,ME,04605,349000,2,1.0,Ellsworth,1036,1367784,2023,39,337,200,Active,,,https://www.redfin.com/ME/Ellsworth/25-Meadow-WAY-04605/unit-25/home/187970022,MREIS,1574591,N,Y,44.5434095,-68.4194641
MLS Listing,,Vacant Land,44 Flower Way,Ellsworth,ME,04605,229000,,,Ellsworth,,72309,,40,,,Active,,,https://www.redfin.com/ME/Ellsworth/44-Flower-Way-04605/home/101619848,MREIS,1574813,N,Y,44.599927,-68.449924
MLS Listing,,Vacant Land,72 Dollard Farm Way,Ellsworth,ME,04605,108000,,,Ellsworth,,44431,,40,,42,Active,,,https://www.redfin.com/ME/Ellsworth/72-Dollard-Farm-Way-04605/home/188023177,MREIS,1574763,N,Y,44.5441447,-68.5037014
MLS Listing,,Single Family Residential,85 Bonsey Ln,Surry,ME,04684,915000,2,2.5,Surry,1684,326700,2002,42,543,,Active,,,https://www.redfin.com/ME/Surry/85-Bonsey-Ln-04684/home/100346252,MREIS,1574260,N,Y,44.434294,-68.473089
MLS Listing,,Single Family Residential,34 Greeley Avenue Ave,Bar Harbor,ME,04609,699000,4,2.0,Bar Harbor,1278,4791,1920,43,547,,Active,,,https://www.redfin.com/ME/Bar-Harbor/34-Greeley-Ave-04609/home/100268982,MREIS,1574378,N,Y,44.3874216,-68.209508
MLS Listing,,Single Family Residential,45 High Point Ln,Blue Hill,ME,04614,1175000,3,2.0,Blue Hill,1700,143748,1982,44,691,,Active,,,https://www.redfin.com/ME/Blue-Hill/45-High-Point-Ln-04614/home/100348790,MREIS,1574347,N,Y,44.442813,-68.488939
MLS Listing,,Single Family Residential,11 Center St,Bar Harbor,ME,04609,559000,3,1.0,Bar Harbor,1036,3049,1937,44,540,,Active,,,https://www.redfin.com/ME/Bar-Harbor/11-Center-St-04609/home/100269101,MREIS,1574332,N,Y,44.3840402,-68.2016072
MLS Listing,,Single Family Residential,48 Oak Point Rd,Deer Isle,ME,04627,2995000,3,3.5,Deer Isle,6575,239580,2004,45,456,,Active,,,https://www.redfin.com/ME/Deer-Isle/48-Oak-Point-Rd-04627/home/100343804,MREIS,1573963,N,Y,44.2372477,-68.6159786
MLS Listing,,Single Family Residential,58 Mc Donald St,Bucksport,ME,04416,314900,4,2.0,Bucksport,2082,11761,1848,46,151,,Active,,,https://www.redfin.com/ME/Bucksport/58-McDonald-St-04416/home/85795935,MREIS,1574242,N,Y,44.5767182,-68.7958388
MLS Listing,,Single Family Residential,472 Schooner Head Rd,Bar Harbor,ME,04609,3950000,3,4.5,Bar Harbor,3200,104544,1985,47,1234,,Active,,,https://www.redfin.com/ME/Bar-Harbor/472-Schooner-Head-Rd-04609/home/106980750,MREIS,1574188,N,Y,44.3421368,-68.1791228
MLS Listing,,Single Family Residential,1371 Castine Rd,Penobscot,ME,04476,279000,4,1.5,Penobscot,1800,82764,1994,47,155,,Active,,,https://www.redfin.com/ME/Penobscot/1371-Castine-Rd-04476/home/85721032,MREIS,1574145,N,Y,44.469209,-68.780997
MLS Listing,,Single Family Residential,"#5 Flanders Pond Is",Sullivan,ME,04664,350000,1,0.5,Sullivan,850,10018,1932,48,412,,Active,,,https://www.redfin.com/ME/Sullivan/5-Flanders-Pond-IS-04664/home/187844311,MREIS,1574098,N,Y,44.5500452,-68.1365557
MLS Listing,,Mobile/Manufactured Home,28 Rabbit Town Rd,Franklin,ME,04634,170000,2,1.0,Franklin,784,43560,2023,49,217,,Active,,,https://www.redfin.com/ME/Franklin/28-Rabbit-Town-Rd-04634/home/187824957,MREIS,1573923,N,Y,44.612101,-68.196794
MLS Listing,,Single Family Residential,242 Minturn Rd,Swans Island,ME,04685,349000,3,2.0,Swans Island,1900,21780,2011,50,184,,Active,,,https://www.redfin.com/ME/Swans-Island/242-Minturn-Rd-04685/home/85713939,MREIS,1573844,N,Y,44.1457892,-68.4381297
MLS Listing,,Mobile/Manufactured Home,150 S Burnt Cove Rd,Stonington,ME,04681,325000,2,1.0,Stonington,650,60983,1980,50,500,,Active,,,https://www.redfin.com/ME/Stonington/150-S-Burnt-Cove-Rd-04681/home/100214522,MREIS,1573811,N,Y,44.1645219,-68.6882847
