SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,1577 Houlton Rd,Westfield,ME,04787,29500,,,Westfield,,43560,,1,,,Active,,,https://www.redfin.com/ME/Westfield/1577-Houlton-Rd-04787/home/188681082,MREIS,1578049,N,Y,46.5404656,-67.9090609
MLS Listing,,Single Family Residential,13 Fort Hill St,Fort Fairfield,ME,04742,289900,4,2.5,Fort Fairfield,2876,9147,1914,1,101,,Active,,,https://www.redfin.com/ME/Fort-Fairfield/13-Fort-Hill-St-04742/home/99983263,MREIS,1578046,N,Y,46.7701878,-67.8285278
MLS Listing,,Vacant Land,L 4 Greenleaf Brook Acres Rd,Amity,ME,04471,29900,,,Amity,,588060,,1,,,Active,,,https://www.redfin.com/ME/Amity/L-4-Greenleaf-Brook-Acres-RD-04471/home/188674140,MREIS,1578018,N,Y,45.9305781,-67.8493378
MLS Listing,,Vacant Land,454 Smyrna Center Rd,Smyrna,ME,04780,29900,,,Smyrna,,522720,,1,,,Active,,,https://www.redfin.com/ME/Smyrna-Mills/454-Smyrna-Center-Rd-04780/home/105431791,MREIS,1577983,N,Y,46.1598625,-68.0832769
MLS Listing,,Single Family Residential,68 Grand Falls Rd,Limestone,ME,04750,139900,3,1.0,Limestone,1444,13503,,2,97,,Active,,,https://www.redfin.com/ME/Limestone/68-Grand-Falls-Rd-04750/home/188644436,MREIS,1577931,N,Y,46.9137325,-67.819877
MLS Listing,,Single Family Residential,190 Wotton Rd,Monticello,ME,04760,699900,3,3.0,Monticello,2763,3136320,2018,2,253,,Active,,,https://www.redfin.com/ME/Monticello/190-Wotton-Rd-04760/home/179961758,MREIS,1577821,N,Y,46.3534483,-67.8860563
MLS Listing,,Single Family Residential,225 Allagash Rd,Allagash,ME,04774,425000,6,3.0,Allagash,2500,187308,2011,2,170,,Active,,,https://www.redfin.com/ME/Allagash/225-Allagash-Rd-04774/home/188632124,MREIS,1577850,N,Y,47.1082411,-68.9767256
MLS Listing,,Single Family Residential,11 School St,Monticello,ME,04760,47900,2,1.0,Monticello,1050,8712,1900,2,46,,Active,,,https://www.redfin.com/ME/Monticello/11-School-St-04760/home/85716388,MREIS,1577842,N,Y,46.3082488,-67.8395861
MLS Listing,,Single Family Residential,1677 US-1,Littleton,ME,04730,179900,2,1.5,Littleton,3250,54450,1960,2,55,,Active,,,https://www.redfin.com/ME/Littleton/1677-U-S-1-04730/home/188629922,MREIS,1577835,N,Y,46.2394293,-67.840954
MLS Listing,,Single Family Residential,18 Smart Ridge Dr,Weston,ME,04424,150000,3,1.0,Weston,800,339768,2000,4,188,,Active,,,https://www.redfin.com/ME/Weston/18-Smart-Ridge-Dr-04424/home/110039703,MREIS,1577800,N,Y,45.7030263,-67.912989
MLS Listing,,Single Family Residential,91 Garland Rd,Mapleton,ME,04757,474900,3,2.0,Mapleton,2440,553212,2003,4,195,,Active,,,https://www.redfin.com/ME/Mapleton/91-Garland-Rd-04757/home/106867102,MREIS,1577797,N,Y,46.689448,-68.084956
MLS Listing,,Multi-Family (2-4 Unit),56 Academy St,Presque Isle,ME,04769,326985,4,2.0,Presque Isle,2348,18295,1920,4,139,,Active,,,https://www.redfin.com/ME/Presque-Isle/56-Academy-St-04769/home/100124009,MREIS,1577767,N,Y,46.678273,-68.0091713
MLS Listing,,Vacant Land,979 Dyer Brook Rd,Dyer Brook,ME,04747,524900,,,Dyer Brook,,3223440,,5,,,Active,,,https://www.redfin.com/ME/Dyer-Brook/979-Dyer-Brook-Rd-04747/home/100089467,MREIS,1577658,N,Y,46.091067,-68.1840876
MLS Listing,,Single Family Residential,8 Hewitt Dr,New Sweden,ME,04762,69900,3,1.0,New Sweden,1832,185130,1912,5,38,,Active,,,https://www.redfin.com/ME/New-Sweden/8-Hewitt-Dr-04762/home/72137292,MREIS,1577736,N,Y,46.9418445,-68.1364563
MLS Listing,,Single Family Residential,19 Park St,Presque Isle,ME,04769,299000,5,2.0,Presque Isle,3100,9147,1920,5,96,,Active,,,https://www.redfin.com/ME/Presque-Isle/19-Park-St-04769/home/100124963,MREIS,1577732,N,Y,46.6853138,-68.0168074
MLS Listing,,Single Family Residential,32 Guy Cyr Rd,Hamlin,ME,04785,49995,2,1.5,Hamlin,1156,65340,1947,5,43,,Active,,,https://www.redfin.com/ME/Hamlin/32-Guy-Cyr-Rd-04785/home/188600097,MREIS,1577724,N,Y,47.0636204,-67.7955827
MLS Listing,,Single Family Residential,261 Foster Rd,Littleton,ME,04730,172500,2,1.0,Littleton,1020,59677,2018,5,169,,Active,,,https://www.redfin.com/ME/Littleton/261-Foster-Rd-04730/home/113565167,MREIS,1577668,N,Y,46.259807,-67.8841515
MLS Listing,,Mobile/Manufactured Home,3 Pine St,Presque Isle,ME,04769,36600,2,1.0,Presque Isle,672,,1997,5,54,,Active,,,https://www.redfin.com/ME/Presque-Isle/3-Pine-St-04769/home/188595414,MREIS,1577663,N,Y,46.6729142,-68.012483
MLS Listing,,Single Family Residential,385 Aroostook Rd,Fort Kent,ME,04743,169500,2,1.0,Fort Kent,960,15681,1969,6,177,,Active,,,https://www.redfin.com/ME/Fort-Kent/385-Aroostook-Rd-04743/home/85721467,MREIS,1577625,N,Y,47.230223,-68.588757
MLS Listing,,Single Family Residential,385 Main St,Saint Agatha,ME,04772,299000,4,2.0,Saint Agatha,1412,25264,1960,7,212,,Active,,,https://www.redfin.com/ME/Saint-Agatha/385-Main-St-04772/home/100216703,MREIS,1577529,N,Y,47.243372,-68.3122931
MLS Listing,,Single Family Residential,25 Page Ave,Fort Kent,ME,04743,240000,3,2.5,Fort Kent,1785,7840,1920,7,134,,Active,,,https://www.redfin.com/ME/Fort-Kent/25-Page-Ave-04743/home/85721791,MREIS,1577527,N,Y,47.2483796,-68.5945146
MLS Listing,,Multi-Family (5+ Unit),57 Main St,Limestone,ME,04750,189900,10,5.0,Limestone,4384,12632,1900,7,43,,Active,,,https://www.redfin.com/ME/Limestone/57-Main-St-04750/home/85699274,MREIS,1577504,N,Y,46.9086322,-67.8259151
MLS Listing,,Single Family Residential,1393 St. John Rd,Saint John Plt,ME,04743,219000,3,2.0,Saint John Plt,2164,42253,2000,7,101,,Active,,,https://www.redfin.com/ME/St-John-Plt/1393-St-John-Rd-04743/home/100248596,MREIS,1577490,N,Y,47.2340376,-68.7231964
MLS Listing,,Single Family Residential,9 Alfred St,Houlton,ME,04730,179000,3,2.5,Houlton,1620,12196,1962,7,110,,Active,,,https://www.redfin.com/ME/Houlton/9-Alfred-St-04730/home/100232531,MREIS,1577493,N,Y,46.1134639,-67.8440696
