SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Mobile/Manufactured Home,70 Morways Park,Charlestown,NH,03603,84985,2,1.0,Charlestown,924,,1988,10,92,475,Active,November-25-2023 10:00 AM,November-25-2023 12:00 PM,https://www.redfin.com/NH/Charlestown/70-Morways-Park-03603/home/103045574,PrimeMLS,4977576,N,Y,43.259488,-72.408723
MLS Listing,,Vacant Land,262 Nutting Rd,Sunapee,NH,03782,99900,,,Sunapee,,135036,,10,,,Active,,,https://www.redfin.com/NH/Sunapee/262-Nutting-Rd-03782/home/88210583,PrimeMLS,4977557,N,Y,43.3398158,-72.1197007
MLS Listing,,Single Family Residential,7 Par Brae,Grantham,NH,03753,869900,3,3.0,Grantham,3459,,1994,13,251,,Active,,,https://www.redfin.com/NH/Grantham/7-Par-Brae-03753/home/76420487,MLS PIN,73179118,N,Y,43.5004228,-72.1222907
MLS Listing,,Mobile/Manufactured Home,154 Morways Park,Charlestown,NH,03603,74500,3,2.0,Charlestown,1404,,1999,14,53,,Active,,,https://www.redfin.com/NH/Charlestown/154-Morways-Park-03603/home/103045611,PrimeMLS,4977139,N,Y,43.2596263,-72.4090924
MLS Listing,,Multi-Family (2-4 Unit),2 HENRY St,Claremont,NH,03743,399900,7,3.0,Claremont,3000,8712,1900,15,133,,Active,,,https://www.redfin.com/NH/Claremont/2-Henry-St-03743/home/96677039,PrimeMLS,4977067,N,Y,43.3653191,-72.3388596
MLS Listing,,Single Family Residential,58 Forest Rd,Acworth,NH,03607,349000,2,1.0,Acworth,1260,426888,1957,15,277,,Active,,,https://www.redfin.com/NH/South-Acworth/58-Forest-Rd-03607/home/109878802,PrimeMLS,4977062,N,Y,43.172496,-72.307936
MLS Listing,,Single Family Residential,2 Barn Owl Overlook,Grantham,NH,03753,650000,3,3.5,Grantham,1869,44431,1974,15,348,341,Active,November-26-2023 11:00 AM,November-26-2023 01:00 PM,https://www.redfin.com/NH/Grantham/2-Barn-Owl-Overlook-03753/home/96581617,PrimeMLS,4977061,N,Y,43.5126694,-72.1073871
MLS Listing,,Single Family Residential,25 Pine St,Newport,NH,03773,399500,5,3.0,Newport,2994,119790,1950,15,133,,Active,,,https://www.redfin.com/NH/Newport/25-Pine-St-03773/home/88164506,PrimeMLS,4976990,N,Y,43.3617616,-72.1801387
MLS Listing,,Single Family Residential,95 Elm St,Newport,NH,03773,475000,5,2.5,Newport,4275,90604,1906,15,111,,Active,,,https://www.redfin.com/NH/Newport/95-Elm-St-03773/home/63510799,PrimeMLS,4976949,N,Y,43.360687,-72.1801619
MLS Listing,,Single Family Residential,105 Road Round The Lk,Grantham,NH,03753,1025000,4,3.5,Grantham,3484,69696,1978,21,294,341,Active,November-25-2023 11:00 AM,November-25-2023 01:00 PM,https://www.redfin.com/NH/Grantham/105-Road-Round-the-Lk-03753/home/96476896,PrimeMLS,4976313,N,Y,43.5281925,-72.1145382
MLS Listing,,Single Family Residential,290 Cornish Tpke,Newport,NH,03773,573000,4,3.5,Newport,3268,228254,2002,21,175,,Active,,,https://www.redfin.com/NH/Newport/290-Cornish-Tpke-03773/home/88164931,PrimeMLS,4976291,N,Y,43.400165,-72.233923
MLS Listing,,Vacant Land,552 Route 103,Sunapee,NH,03782,90000,,,Sunapee,,4791,,22,,,Active,,,https://www.redfin.com/NH/Sunapee/552-Route-103-03782/home/88210327,PrimeMLS,4976258,N,Y,43.345367,-72.097231
MLS Listing,,Single Family Residential,145 Madison Dr,Washington,NH,03280,350000,3,2.0,Washington,1352,94089,2004,23,259,57,Active,,,https://www.redfin.com/NH/Washington/145-Madison-Dr-03280/home/88212262,PrimeMLS,4976137,N,Y,43.15921,-72.14729
MLS Listing,,Vacant Land,50-187-00 Pettengill Rd,Springfield,NH,03284,474000,,,Springfield,,3581938,,25,,,Active,,,https://www.redfin.com/NH/Springfield/50-187-00-Pettengill-RD-03284/home/188198571,PrimeMLS,4975978,N,Y,43.55114107243889,-72.07075503077826
MLS Listing,,Single Family Residential,13 Wendell Overlook Rd,Sunapee,NH,03782,259900,3,1.0,Sunapee,1476,43560,1962,25,176,,Active,,,https://www.redfin.com/NH/Sunapee/13-Wendell-Overlook-Rd-03782/home/88209474,PrimeMLS,4975106,N,Y,43.382086,-72.1031751
MLS Listing,,Vacant Land,0 Sargent Ln,Newport,NH,03773,39000,,,Newport,,17859,,26,,,Active,,,https://www.redfin.com/NH/Newport/0-Sargent-Ln-03773/home/188192749,PrimeMLS,4975844,N,Y,43.365922,-72.1651425
MLS Listing,,Vacant Land,0 Nutting Rd Lot 5,Sunapee,NH,03782,115000,,,Sunapee,,77101,,26,,,Active,,,https://www.redfin.com/NH/Sunapee/0-Nutting-Rd-03782/unit-5/home/186518784,PrimeMLS,4975839,N,Y,43.3555214,-72.117905
MLS Listing,,Vacant Land,0 Nutting Rd Lot 4,Sunapee,NH,03287,128000,,,Sunapee,,73180,,26,,,Active,,,https://www.redfin.com/NH/Sunapee/0-Nutting-Rd-03782/unit-4/home/186099292,PrimeMLS,4975829,N,Y,43.3555214,-72.117905
MLS Listing,,Vacant Land,0 Nutting Rd Lot 3,Sunapee,NH,03287,128000,,,Sunapee,,87120,,26,,,Active,,,https://www.redfin.com/NH/Sunapee/0-Nutting-Rd-03782/unit-3/home/186099210,PrimeMLS,4975828,N,Y,43.3555214,-72.117905
MLS Listing,,Vacant Land,14-387 Coolidge Dr #387,Washington,NH,03280,49995,,,Washington,,197326,,26,,54,Active,,,https://www.redfin.com/NH/Washington/14-Coolidge-Dr-03280/unit-387/home/188190040,PrimeMLS,4975773,N,Y,43.1598157,-72.1409811
MLS Listing,,Single Family Residential,130 Village Rd,Langdon,NH,03602,444900,4,2.0,Langdon,2348,174240,1850,28,189,,Active,,,https://www.redfin.com/NH/Langdon/130-Village-Rd-03602/home/88032191,PrimeMLS,4975457,N,Y,43.167984,-72.382021
MLS Listing,,Single Family Residential,112 Paddy Hollow Rd,Claremont,NH,03743,299000,2,1.0,Claremont,919,238273,1985,28,325,,Active,,,https://www.redfin.com/NH/Claremont/112-Paddy-Hollow-Rd-03743/home/68528409,PrimeMLS,4975405,N,Y,43.4038832,-72.369304
MLS Listing,,Single Family Residential,155 Gilman Pond Rd,Unity,NH,03773,475000,3,2.0,Unity,3087,222155,1973,29,154,,Active,,,https://www.redfin.com/NH/Newport/155-Gilman-Pond-Rd-03773/home/88027028,PrimeMLS,4975335,N,Y,43.2965102,-72.2127488
MLS Listing,,Single Family Residential,108 Ashuelot Dr,Washington,NH,03820,349999,3,2.0,Washington,2110,34848,1978,33,166,57,Active,,,https://www.redfin.com/NH/Washington/108-Ashuelot-Dr-03280/home/86865737,PrimeMLS,4975032,N,Y,43.1566521,-72.1444594
MLS Listing,,Vacant Land,21/23 Burkehaven Rd,Sunapee,NH,03782,480000,,,Sunapee,,110642,,34,,,Active,,,https://www.redfin.com/NH/Sunapee/21-Burkehaven-Hill-Rd-03782/home/103029495,PrimeMLS,4974816,N,Y,43.3839416,-72.0782837
MLS Listing,,Multi-Family (2-4 Unit),8 Wall St,Claremont,NH,03743,130000,4,2.0,Claremont,1120,1742,1920,35,116,,Active,,,https://www.redfin.com/NH/Claremont/8-Wall-St-03743/home/96673226,PrimeMLS,4974676,N,Y,43.3730156,-72.3336798
MLS Listing,,Vacant Land,0 Arthur St,Claremont,NH,03743,1900000,,,Claremont,,3267000,,35,,,Active,,,https://www.redfin.com/NH/Claremont/0-Arthur-St-03743/home/181095927,PrimeMLS,4974575,N,Y,43.3701543,-72.3261628
MLS Listing,,Vacant Land,0 Dane Ave,Claremont,NH,03743,44900,,,Claremont,,121967,,35,,,Active,,,https://www.redfin.com/NH/Claremont/0-Dane-Ave-03743/home/188102027,PrimeMLS,4974572,N,Y,43.3669928,-72.3198452
MLS Listing,,Condo/Co-op,54 Black Duck Spur,Grantham,NH,03753,549054,2,2.0,Grantham,1199,,1979,36,458,706,Active,,,https://www.redfin.com/NH/Grantham/54-Black-Duck-Spur-03753/home/96548587,PrimeMLS,4974493,N,Y,43.517811,-72.1129456
MLS Listing,,Multi-Family (5+ Unit),22 WEST St,Newport,NH,03773,1589000,,,Newport,17467,64904,1900,37,91,,Active,,,https://www.redfin.com/NH/Newport/22-West-St-03773/home/108632551,PrimeMLS,4974373,N,Y,43.3632147,-72.1737066
MLS Listing,,Single Family Residential,503 Cold Pond Rd,Unity,NH,03603,340000,3,2.5,Unity,1728,239580,1988,39,197,,Active,,,https://www.redfin.com/NH/Unity/503-Cold-Pond-RD-03603/home/187737989,PrimeMLS,4972059,N,Y,43.27107396155849,-72.26797216665649
MLS Listing,,Single Family Residential,1025 Ashuelot Dr,Washington,NH,03280,595000,1,1.0,Washington,350,724838,1986,40,1700,57,Active,,,https://www.redfin.com/NH/Washington/1025-Ashuelot-Dr-03280/home/63529740,PrimeMLS,4974148,N,Y,43.177783,-72.148379
MLS Listing,,Single Family Residential,135 Adams Dr,Washington,NH,03280,460000,3,1.0,Washington,1884,98010,2003,42,244,,Active,,,https://www.redfin.com/NH/Washington/135-Adams-Dr-03280/home/88211537,PrimeMLS,4973815,N,Y,43.155354,-72.136867
MLS Listing,,Vacant Land,381 E Green Mountain Rd,Claremont,NH,03743,150000,,,Claremont,,218671,,42,,,Active,,,https://www.redfin.com/NH/Claremont/381-E-Green-Mountain-Rd-03743/home/143038187,PrimeMLS,4973792,N,Y,43.3810624,-72.2740094
MLS Listing,,Single Family Residential,2120 Valley Rd,Washington,NH,03280,225000,1,1.0,Washington,852,11761,1980,43,264,,Active,,,https://www.redfin.com/NH/Washington/2120-Valley-Rd-03280/home/81050570,PrimeMLS,4973506,N,Y,43.1313355,-72.0852966
MLS Listing,,Vacant Land,62 Olde Coach Rd,Claremont,NH,03743,350000,,,Claremont,,4791600,,47,,,Active,,,https://www.redfin.com/NH/Claremont/62-Old-Coach-Rd-03743/home/108650840,PrimeMLS,4973285,N,Y,43.3990234,-72.3714514
MLS Listing,,Vacant Land,0 Tarn Ln,Springfield,NH,03284,125000,,,Springfield,,223027,,47,,125,Active,,,https://www.redfin.com/NH/Springfield/0-Tarn-Ln-03284/home/187848396,PrimeMLS,4973174,N,Y,43.4513636,-72.028284
MLS Listing,,Condo/Co-op,68 Burkehaven Hill Rd Unit A,Sunapee,NH,03782,795000,4,3.0,Sunapee,2469,92347,2004,47,322,,Active,,,https://www.redfin.com/NH/Sunapee/68-Burkehaven-Hill-Rd-03782/unit-A/home/103029454,PrimeMLS,4973093,N,Y,43.384273,-72.0797084
MLS Listing,,Single Family Residential,231 Platt Rd,Cornish,NH,03745,2800000,7,5.0,Cornish,7612,1481040,1900,50,368,,Active,,,https://www.redfin.com/NH/Cornish/231-Platt-Rd-03745/home/63512376,PrimeMLS,4972615,N,Y,43.5140319,-72.3755245
MLS Listing,,Single Family Residential,787 East Rd,Cornish,NH,03745,1365000,4,4.5,Cornish,4387,3593700,1809,54,311,,Active,,,https://www.redfin.com/NH/Cornish/787-East-Rd-03745/home/88157329,PrimeMLS,4972203,N,Y,43.451517,-72.303855
MLS Listing,,Single Family Residential,107 Cold Pond Rd,Acworth,NH,03601,399000,0,1.0,Acworth,1192,653400,2005,56,335,,Active,,,https://www.redfin.com/NH/Acworth/107-Cold-Pond-RD-03601/home/176585877,PrimeMLS,4971773,N,Y,43.232176549427074,-72.31832693519593
MLS Listing,,Single Family Residential,81 Cold Pond Rd,Acworth,NH,03601,425000,3,1.5,Acworth,1704,196020,1981,56,249,,Active,,,https://www.redfin.com/NH/Acworth/81-Cold-Pond-RD-03601/home/187683571,PrimeMLS,4971761,N,Y,43.23165281761377,-72.31720040740967
MLS Listing,,Single Family Residential,4 & 6 Whitetail Rdg,Springfield,NH,03284,1095000,5,4.5,Springfield,4146,191664,1987,56,264,683,Active,,,https://www.redfin.com/NH/Springfield/4-Whitetail-Rdg-03284/home/187526853,PrimeMLS,4970333,N,Y,43.5145321,-72.1028974
MLS Listing,,Townhouse,7 General Ct,Grantham,NH,03753,474700,3,2.5,Grantham,3145,,2002,56,151,645,Active,,,https://www.redfin.com/NH/Grantham/7-General-Ct-03753/home/96594095,PrimeMLS,4971679,N,Y,43.487895,-72.1520479
MLS Listing,,Vacant Land,680 Route 103,Sunapee,NH,03751,199000,,,Sunapee,,332798,,62,,,Active,,,https://www.redfin.com/NH/Sunapee/680-New-Hampshire-Route-103-03782/home/187624049,PrimeMLS,4971087,N,Y,43.3414244,-72.0878576
MLS Listing,,Single Family Residential,22 Sand Hill Rd,Newport,NH,03773,695022,3,2.5,Newport,2560,3101472,1984,62,271,,Active,,,https://www.redfin.com/NH/Croydon/22-Sand-Hill-Rd-03773/home/167855747,PrimeMLS,4971056,N,Y,43.4019011,-72.1587247
MLS Listing,,Mobile/Manufactured Home,16 Michael Pl,Claremont,NH,03743,135000,2,2.0,Claremont,1188,,2006,62,114,,Active,,,https://www.redfin.com/NH/Claremont/16-Michael-Pl-03743/home/108650715,PrimeMLS,4971023,N,Y,43.3985681,-72.3624449
MLS Listing,,Vacant Land,0 Mountain Rd #15,Grantham,NH,03753,37000,,,Grantham,,52272,,62,,,Active,,,https://www.redfin.com/NH/Grantham/Mountain-RD-03753/unit-15/home/187621204,PrimeMLS,4971006,N,Y,43.534995888366424,-72.17418254498291
MLS Listing,,Vacant Land,Center Rd #078900,Unity,NH,03773,85000,,,Unity,,217800,,62,,,Active,,,https://www.redfin.com/NH/Unity/Center-Rd-Unknown/unit-078900/home/187613796,PrimeMLS,4970909,N,Y,43.2876895699591,-72.2719319107056
MLS Listing,,Single Family Residential,27 Union St,Claremont,NH,03743,269900,4,1.5,Claremont,1624,4356,1900,63,166,,Active,,,https://www.redfin.com/NH/Claremont/27-Union-St-03743/home/91490340,PrimeMLS,4970876,N,Y,43.3747434,-72.3450105
MLS Listing,,Single Family Residential,110 Laurel St,Newport,NH,03773,750000,4,3.5,Newport,2591,958320,1880,63,289,,Active,,,https://www.redfin.com/NH/Newport/110-Laurel-St-03773/home/88164208,PrimeMLS,4970851,N,Y,43.3599981,-72.1686735
MLS Listing,,Vacant Land,00 Timothy Rd,Sunapee,NH,03782,165000,,,Sunapee,,150717,,65,,,Active,,,https://www.redfin.com/NH/Sunapee/Timothy-RD-03782/home/186886764,PrimeMLS,4966183,N,Y,43.348315,-72.108188
MLS Listing,,Vacant Land,64 South Rd,Lempster,NH,03605,150000,,,Lempster,,653400,,65,,,Active,,,https://www.redfin.com/NH/Lempster/64-South-Rd-03605/home/88143479,PrimeMLS,4970483,N,Y,43.211677,-72.1592919
MLS Listing,,Vacant Land,Old Church Rd,Claremont,NH,03743,99500,,,Claremont,,395960,,66,,,Active,,,https://www.redfin.com/NH/Claremont/Old-Church-Rd-03743/home/109107810,PrimeMLS,4970397,N,Y,43.375845,-72.373873
MLS Listing,,Single Family Residential,6 Whitetail Rdg,Springfield,NH,03284,675000,3,2.5,Springfield,2710,66646,1987,67,249,341,Active,,,https://www.redfin.com/NH/Springfield/6-Whitetail-RDG-03284/home/187526845,PrimeMLS,4970329,N,Y,43.5149311331824,-72.1023455621796
MLS Listing,,Single Family Residential,40 Road Round The Lk,Grantham,NH,03753,1499900,3,3.5,Grantham,4178,212137,1996,69,359,341,Active,,,https://www.redfin.com/NH/Grantham/40-Road-Round-the-Lk-03753/home/88331940,PrimeMLS,4970073,N,Y,43.5156001,-72.1097477
MLS Listing,,Single Family Residential,178 Columbus Jordan Rd,Plainfield,NH,03781,775000,3,3.0,Plainfield,3741,278784,1989,70,207,,Active,,,https://www.redfin.com/NH/Plainfield/178-Columbus-Jordan-Rd-03781/home/88202200,PrimeMLS,4969842,N,Y,43.549811,-72.285949
MLS Listing,,Single Family Residential,71 Old Goshen Rd,Newport,NH,03773,159900,4,2.0,Newport,2136,22651,1890,75,75,,Active,,,https://www.redfin.com/NH/Newport/71-Old-Goshen-Rd-03773/home/108632488,PrimeMLS,4969285,N,Y,43.3400946,-72.1647291
MLS Listing,,Single Family Residential,246 Oak St,Newport,NH,03773,389000,3,1.0,Newport,2948,331056,1945,75,132,,Active,,,https://www.redfin.com/NH/Newport/246-Oak-St-03773/home/88163354,PrimeMLS,4969269,N,Y,43.3788338,-72.1895425
MLS Listing,,Vacant Land,0 Phelps Rd,Springfield,NH,03284,195750,,,Springfield,,1295474,,75,,,Active,,,https://www.redfin.com/NH/Springfield/0-Phelps-Rd-03284/home/187392684,PrimeMLS,4969124,N,Y,43.5337785,-72.0498862
MLS Listing,,Single Family Residential,4-6 Bailey Ave,Claremont,NH,03743,399000,5,1.5,Claremont,3362,11325,1910,76,119,,Active,,,https://www.redfin.com/NH/Claremont/4-Bailey-Ave-03743/home/147285102,PrimeMLS,4968999,N,Y,43.36971,-72.3355329
MLS Listing,,Vacant Land,12 Moose Run,Grantham,NH,03753,16000,,,Grantham,,40946,,77,,290,Active,,,https://www.redfin.com/NH/Grantham/12-Moose-Run-03753/home/103056218,PrimeMLS,4968729,N,Y,43.503956,-72.1073
MLS Listing,,Single Family Residential,36 Half Moon Pond Rd,Washington,NH,03280,339500,4,2.5,Washington,2665,16988,1800,86,127,,Active,,,https://www.redfin.com/NH/Washington/36-Halfmoon-Pond-Rd-03280/home/88212368,PrimeMLS,4967547,N,Y,43.1758224,-72.0958156
MLS Listing,,Vacant Land,24 Schmitt St,Claremont,NH,03603,143000,,,Claremont,,26571,,88,,,Active,,,https://www.redfin.com/NH/Claremont/24-Schmitt-St-03743/home/108652797,PrimeMLS,4967359,N,Y,43.3772028,-72.3450858
MLS Listing,,Single Family Residential,3133 Main St,Springfield,NH,03284,109000,3,,Springfield,,32670,1850,89,,,Active,,,https://www.redfin.com/NH/Springfield/3133-Main-St-03284/home/88240033,PrimeMLS,4967196,N,Y,43.4986944,-72.0587371
MLS Listing,,Single Family Residential,2 Croydon Brook Rd,Newport,NH,03773,2500000,8,7.0,Newport,7465,4813380,1880,97,335,,Active,,,https://www.redfin.com/NH/Croydon/2-Croydon-Brook-Rd-03773/home/88163521,PrimeMLS,4965445,N,Y,43.3925005,-72.1977871
MLS Listing,,Vacant Land,0 Lower Main St,Sunapee,NH,03782,59900,,,Sunapee,,6098,,98,,,Active,,,https://www.redfin.com/NH/Sunapee/0-Lower-Main-St-03782/home/186614557,PrimeMLS,4965824,N,Y,43.3873633,-72.0878449
MLS Listing,,Single Family Residential,616 Route 103,Sunapee,NH,03782,149000,2,1.0,Sunapee,1365,30927,1947,99,109,,Active,,,https://www.redfin.com/NH/Sunapee/616-Route-103-03782/home/103029386,PrimeMLS,4965660,N,Y,43.343891,-72.091323
MLS Listing,,Multi-Family (2-4 Unit),88 Pleasant St,Claremont,NH,03743,215000,,,Claremont,1818,8712,1900,102,118,,Active,,,https://www.redfin.com/NH/Claremont/88-Pleasant-St-03743/home/186491145,PrimeMLS,4965307,N,Y,43.3700951,-72.3392296
MLS Listing,,Vacant Land,49 Hemlock Ln,Grantham,NH,03753,57500,,,Grantham,,43560,,104,,,Active,,,https://www.redfin.com/NH/Grantham/49-Hemlock-Ln-03753/home/103055848,PrimeMLS,4965125,N,Y,43.537042,-72.1722769
MLS Listing,,Single Family Residential,61 Redstone Rd,Newport,NH,03773,945000,3,2.0,Newport,1936,1306800,1993,104,488,,Active,,,https://www.redfin.com/NH/Newport/61-Redstone-Rd-03773/home/88164471,MLS PIN,73147164,N,Y,43.327475,-72.195814
MLS Listing,,Condo/Co-op,36 Barn Owl Overlook,Grantham,NH,03753,549000,3,2.0,Grantham,2350,,1988,108,234,794,Active,,,https://www.redfin.com/NH/Grantham/36-Barn-Owl-Overlook-03753/home/88332062,PrimeMLS,4964428,N,Y,43.513418,-72.1114659
MLS Listing,,Multi-Family (2-4 Unit),53-55 Elm St,Claremont,NH,03743,199900,,,Claremont,4368,7840,1900,118,46,,Active,,,https://www.redfin.com/NH/Claremont/53-Elm-St-03743/home/108446899,PrimeMLS,4948878,N,Y,43.377757,-72.344897
MLS Listing,,Mobile/Manufactured Home,60 North Rd,Sunapee,NH,03782,159500,2,1.0,Sunapee,720,82764,1972,119,222,,Active,,,https://www.redfin.com/NH/Sunapee/60-North-Rd-03782/home/88210529,PrimeMLS,4962721,N,Y,43.390448,-72.098915
MLS Listing,,Single Family Residential,10 Christopher Rd,Unity,NH,03773,490000,4,3.0,Unity,4208,170755,1988,119,116,,Active,,,https://www.redfin.com/NH/Newport/10-Christopher-Rd-03773/home/88027651,PrimeMLS,4962824,N,Y,43.281385,-72.165598
MLS Listing,,Vacant Land,11 Cardinal Ln,Charlestown,NH,03603,69000,,,Charlestown,,65340,,126,,,Active,,,https://www.redfin.com/NH/Charlestown/11-Cardinal-Ln-03603/home/88307539,PrimeMLS,4962041,N,Y,43.3282136,-72.3830688
MLS Listing,,Multi-Family (2-4 Unit),16 Hale St,Newport,NH,03754,250000,2,1.0,Newport,1902,10018,1900,128,131,,Active,,,https://www.redfin.com/NH/Guild/16-Hale-St-03754/home/88163725,PrimeMLS,4961622,N,Y,43.3776164,-72.1394496
MLS Listing,,Vacant Land,00 Little Sunapee Rd,Springfield,NH,03284,1795000,,,Springfield,,493534,,131,,,Active,,,https://www.redfin.com/NH/Springfield/00-Little-Sunapee-RD-03284/home/186160099,PrimeMLS,4961380,N,Y,43.43923341569981,-72.01985319290159
MLS Listing,,Vacant Land,259 Long Pond Rd,Lempster,NH,03605,175000,,,Lempster,,20473,,140,,,Active,,,https://www.redfin.com/NH/Lempster/259-Long-Pond-Rd-03605/home/88143782,PrimeMLS,4959964,N,Y,43.1877711,-72.1508575
MLS Listing,,Vacant Land,0 Allen Rd,Lempster,NH,03605,199999,,,Lempster,,1960200,,142,,,Active,,,https://www.redfin.com/NH/Lempster/Allen-Rd-03605/home/88144105,PrimeMLS,4959812,N,Y,43.239906,-72.224087
MLS Listing,,Single Family Residential,77 N Hazzard Rd,Springfield,NH,03284,143900,3,2.0,Springfield,1488,104108,1982,150,97,,Active,,,https://www.redfin.com/NH/Springfield/77-Hazzard-Rd-N-03284/home/88239474,PrimeMLS,4958686,N,Y,43.5086266,-72.0456142
MLS Listing,,Vacant Land,618 Town House Rd,Cornish,NH,03745,129900,,,Cornish,,81457,,155,,,Active,,,https://www.redfin.com/NH/Cornish/618-Town-House-Rd-03745/home/88157084,PrimeMLS,4957937,N,Y,43.4608909,-72.357747
MLS Listing,,Vacant Land,166 Ashuelot Pond Rd,Washington,NH,03280,149000,,,Washington,,57063,,157,,,Active,,,https://www.redfin.com/NH/Washington/166-Ashuelot-Pond-RD-03280/home/185810251,PrimeMLS,4957667,N,Y,43.14591586044191,-72.14560322090148
MLS Listing,,Single Family Residential,90 Emily Ln,Sunapee,NH,03782,899000,5,3.5,Sunapee,2793,19602,2000,160,322,226,Active,,,https://www.redfin.com/NH/Sunapee/90-Emily-Rd-03782/home/103029415,PrimeMLS,4957241,N,Y,43.3681671,-72.0778093
MLS Listing,,Single Family Residential,45 Troon Dr,Grantham,NH,03753,895000,5,3.5,Grantham,5054,31363,1983,168,177,354,Active,,,https://www.redfin.com/NH/Grantham/45-Troon-Dr-03753/home/79138921,PrimeMLS,4956023,N,Y,43.5056287,-72.1128719
MLS Listing,,Vacant Land,00 Old County Rd,Plainfield,NH,03781,145000,,,Plainfield,,701316,,169,,,Active,,,https://www.redfin.com/NH/Plainfield/0-Old-County-Rd-03781/home/185645496,PrimeMLS,4955786,N,Y,43.5618352,-72.3437246
MLS Listing,,Vacant Land,"#23 Stoney Brook Rd Lot 23",Springfield,NH,03284,80000,,,Springfield,,187308,,169,,,Active,,,https://www.redfin.com/NH/Springfield/23-Stoney-Brook-Rd-03284/unit-23/home/185652359,PrimeMLS,4955847,N,Y,43.4405552,-72.0672167
MLS Listing,,Vacant Land,Brook View Rd Lot 53,Newport,NH,03773,71250,,,Newport,,66646,,174,,,Active,,,https://www.redfin.com/NH/Newport/53-Brook-View-Rd-03773/unit-53/home/179231285,PrimeMLS,4955320,N,Y,43.3282337,-72.1760425
