SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,5 Cumberland Ave #6,Portland,ME,04101,735000,2,1.0,Portland,919,4791,2018,112,800,449,Active,,,https://www.redfin.com/ME/Portland/5-Cumberland-Ave-04101/unit-6/home/147612774,MREIS,1564475,N,Y,43.6672127,-70.2479868
MLS Listing,,Condo/Co-op,8 Tink Dr #8,Gorham,ME,04038,395000,3,2.0,Gorham,1176,13503,2010,1,336,,Active,,,https://www.redfin.com/ME/Gorham/8-Tink-Dr-04038/unit-8/home/188681080,MREIS,1578043,N,Y,43.6828555,-70.4308367
MLS Listing,,Single Family Residential,4 Journeys Path,Bridgton,ME,04009,399900,2,1.5,Bridgton,968,6969,2020,1,413,205,Active,,,https://www.redfin.com/ME/Bridgton/4-Journeys-Path-04009/home/110234407,MREIS,1578042,N,Y,44.037561,-70.708981
MLS Listing,,Condo/Co-op,13 Coachlight Ln #13,Portland,ME,04102,475000,3,2.0,Portland,1568,,1986,1,303,450,Active,,,https://www.redfin.com/ME/Portland/13-Coachlight-Ln-04102/unit-13/home/182293630,MREIS,1578035,N,Y,43.6634307,-70.2965401
MLS Listing,,Single Family Residential,24 Folly Cove Rd,Yarmouth,ME,04096,2500000,4,3.0,Yarmouth,3243,121967,2017,1,771,,Active,,,https://www.redfin.com/ME/Yarmouth/24-Folly-Cove-Rd-04096/home/100367495,MREIS,1578029,N,Y,43.7660264,-70.174655
MLS Listing,,Single Family Residential,83 Kindred Way,Yarmouth,ME,04096,1050000,3,2.5,Yarmouth,3735,16988,2017,1,281,,Active,,,https://www.redfin.com/ME/Yarmouth/83-Kindred-Way-04096/home/100367927,MREIS,1577678,N,Y,43.797566,-70.2075256
MLS Listing,,Vacant Land,0 Quarterhorse Dr,Bridgton,ME,04009,60000,,,Bridgton,,84506,,1,,,Active,,,https://www.redfin.com/ME/Bridgton/0-Quarterhorse-Dr-04009/home/188675707,MREIS,1578020,N,Y,44.0954559,-70.7040904
MLS Listing,,Single Family Residential,794 Bridgton Rd,Sebago,ME,04029,375000,3,2.0,Sebago,2144,74052,2003,1,175,,Active,,,https://www.redfin.com/ME/Sebago/794-Bridgton-Rd-04029/home/97600451,MREIS,1578021,N,Y,43.9149671,-70.7059169
MLS Listing,,Multi-Family (5+ Unit),237-241 High St,Portland,ME,04101,2200000,26,19.0,Portland,13582,9147,1910,1,162,,Active,November-29-2023 11:00 AM,November-29-2023 12:00 PM,https://www.redfin.com/ME/Portland/237-High-St-04101/home/85742374,MREIS,1578015,N,Y,43.6569667,-70.266035
MLS Listing,,Single Family Residential,45 Dawson St,South Portland,ME,04106,199000,2,1.0,South Portland,732,4791,1925,1,272,,Active,,,https://www.redfin.com/ME/South-Portland/45-Dawson-St-04106/home/100284975,MREIS,1578009,N,Y,43.6335014,-70.3006503
MLS Listing,,Mobile/Manufactured Home,14 Sabbady Point Rd,Windham,ME,04062,249000,2,2.0,Windham,1008,38768,1992,1,247,,Active,,,https://www.redfin.com/ME/Windham/14-Sabbady-Point-Rd-04062/home/97633430,MREIS,1578007,N,Y,43.8378472,-70.4307405
