SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,M13 L22-2 Greenleaf Rd,Anson,ME,04911,39000,,,Anson,,372438,,1,,,Active,,,https://www.redfin.com/ME/Anson/M13-L22-2-Greenleaf-Rd-04911/home/188662167,MREIS,1578006,N,Y,44.8037085,-70.0108055
MLS Listing,,Vacant Land,M13 L22-1 Greenleaf Rd,Anson,ME,04911,39000,,,Anson,,364161,,1,,,Active,,,https://www.redfin.com/ME/Anson/M13-L22-1-Greenleaf-Rd-04911/home/188662166,MREIS,1578005,N,Y,44.8037085,-70.0108055
MLS Listing,,Single Family Residential,29 Arnolds Ln,Anson,ME,04911,79500,3,1.5,Anson,1630,17859,1922,1,49,,Active,,,https://www.redfin.com/ME/Anson/29-Arnold-Ln-04911/home/100266730,MREIS,1577959,N,Y,44.7953915,-69.8906927
MLS Listing,,Vacant Land,M10L2A Horn Hill Rd,Fairfield,ME,04937,250000,,,Fairfield,,3267000,,2,,,Active,,,https://www.redfin.com/ME/Fairfield/M10L2A-Horn-Hill-Rd-Unknown/home/179847436,MREIS,1577928,N,Y,44.6124155,-69.7226011
MLS Listing,,Single Family Residential,52 Owens St,Bingham,ME,04920,249900,5,2.0,Bingham,2400,15245,1895,2,104,,Active,,,https://www.redfin.com/ME/Bingham/52-Owens-St-04920/home/100270610,MREIS,1577891,N,Y,45.0548499,-69.8780674
MLS Listing,,Vacant Land,79 Bailey Rd,Cambridge,ME,04923,165000,,,Cambridge,,740520,,2,,,Active,,,https://www.redfin.com/ME/Cambridge/79-Bailey-RD-04923/home/188636616,MREIS,1577871,N,Y,45.0265942,-69.42969
MLS Listing,,Mobile/Manufactured Home,9 Milford Ave,Bingham,ME,04920,109000,2,1.0,Bingham,980,6098,1974,2,111,,Active,,,https://www.redfin.com/ME/Bingham/9-Milford-Ave-04920/home/100270091,MREIS,1577868,N,Y,45.0549092,-69.879893
MLS Listing,,Mobile/Manufactured Home,30 Freese Rd,Norridgewock,ME,04957,249000,3,2.0,Norridgewock,1680,3267000,2000,2,148,,Active,,,https://www.redfin.com/ME/Norridgewock/30-Freese-Rd-04957/home/85707234,MREIS,1577865,N,Y,44.770905,-69.8399759
MLS Listing,,Single Family Residential,59 Stickney Hill Rd,Athens,ME,04912,650000,2,1.0,Athens,1200,8537760,1900,2,542,,Active,,,https://www.redfin.com/ME/Athens/59-Stickney-Hill-Rd-04912/home/102156344,MREIS,1577775,N,Y,44.9589694,-69.6510446
MLS Listing,,Single Family Residential,Lot 10 Deer Hill Ests,Cornville,ME,04976,595000,3,3.0,Cornville,2230,81457,2024,4,267,0,Active,,,https://www.redfin.com/ME/Cornville/Lot-10-Deer-Hill-ESTS-04976/home/188609947,MREIS,1577789,N,Y,44.8367272,-69.6731067
MLS Listing,,Single Family Residential,Lot 9 Deer Hill Ests,Cornville,ME,04976,595000,3,3.0,Cornville,2230,87555,2024,4,267,0,Active,,,https://www.redfin.com/ME/Cornville/Lot-9-Deer-Hill-ESTS-04976/home/188609467,MREIS,1577781,N,Y,44.8367272,-69.6731067
MLS Listing,,Single Family Residential,284 Frank Savage Rd,Bingham,ME,04920,79000,0,,Bingham,312,174240,1970,5,253,,Active,,,https://www.redfin.com/ME/Bingham/284-Frank-Savage-Rd-04920/home/100270435,MREIS,1577743,N,Y,45.0033706,-69.8493663
MLS Listing,,Mobile/Manufactured Home,88 South Factory St,Skowhegan,ME,04976,149000,2,2.0,Skowhegan,952,20037,1990,5,157,,Active,,,https://www.redfin.com/ME/Skowhegan/88-S-Factory-St-04976/home/100274349,MREIS,1577731,N,Y,44.7536348,-69.7125901
MLS Listing,,Single Family Residential,306 Canaan Rd,Skowhegan,ME,04976,289000,3,2.0,Skowhegan,2083,43124,1960,5,139,,Active,,,https://www.redfin.com/ME/Skowhegan/306-Canaan-Rd-04976/home/100272366,MREIS,1577723,N,Y,44.7697473,-69.679905
MLS Listing,,Single Family Residential,61 Hilltop Rd,Anson,ME,04911,385000,4,2.0,Anson,2015,296208,1900,5,191,,Active,,,https://www.redfin.com/ME/Anson/61-Hilltop-Rd-04911/home/100267665,MREIS,1577665,N,Y,44.805528,-69.8938809
MLS Listing,,Single Family Residential,307 Gilman Pond Rd,New Portland,ME,04961,249900,2,1.5,New Portland,1336,69696,1890,6,187,,Active,,,https://www.redfin.com/ME/New-Portland/307-Gilman-Pond-Rd-04961/home/100300641,MREIS,1577597,N,Y,44.9431833,-70.0549621
MLS Listing,,Vacant Land,35 E Ridge Rd,Skowhegan,ME,04976,149900,,,Skowhegan,,435600,,6,,,Active,,,https://www.redfin.com/ME/Skowhegan/35-E-Ridge-Rd-04976/home/100272641,MREIS,1577572,N,Y,44.7799338,-69.635508
MLS Listing,,Single Family Residential,20 Goodrich Rd,Bingham,ME,04920,139000,3,1.0,Bingham,1120,10018,1966,7,124,,Active,,,https://www.redfin.com/ME/Bingham/20-Goodrich-Rd-04920/home/100270078,MREIS,1577542,N,Y,45.0474951,-69.8727138
MLS Listing,,Vacant Land,Site 1 Frenchs Rock Rd,Hartland,ME,04943,160000,,,Hartland,,165528,,7,,,Active,,,https://www.redfin.com/ME/Hartland/1-Frenchs-Rock-Rd-04943/home/188584717,MREIS,1577538,N,Y,44.9290355,-69.483628
MLS Listing,,Vacant Land,Site 2 Frenchs Rock Rd,Hartland,ME,04943,190000,,,Hartland,,210394,,7,,,Active,,,https://www.redfin.com/ME/Hartland/2-Frenchs-Rock-Rd-04943/home/188584715,MREIS,1577536,N,Y,44.9290355,-69.483628
MLS Listing,,Single Family Residential,126 Frenchs Rock Rd,Hartland,ME,04943,339000,1,2.0,Hartland,1500,60983,2015,7,226,,Active,,,https://www.redfin.com/ME/Hartland/126-Frenchs-Rock-Rd-04943/home/188584559,MREIS,1577532,N,Y,44.9295335,-69.4887435
MLS Listing,,Single Family Residential,793 S Main St,Solon,ME,04979,159900,3,1.0,Solon,1296,207345,1920,7,123,,Active,,,https://www.redfin.com/ME/Solon/793-S-Main-St-04979/home/89023936,MREIS,1577507,N,Y,44.9061148,-69.8155812
MLS Listing,,Vacant Land,TBD Rome Rd,Mercer,ME,04957,74900,,,Mercer,,348480,,7,,,Active,,,https://www.redfin.com/ME/Mercer/TBD-Rome-Rd-04957/home/188579752,MREIS,1577474,N,Y,44.643305,-69.93118
MLS Listing,,Single Family Residential,39 Alder Dr,Embden,ME,04958,365000,4,3.0,Embden,2000,14374,2005,7,183,,Active,,,https://www.redfin.com/ME/Embden/39-1-W-04958/home/85809021,MREIS,1577462,N,Y,44.9120202,-69.9423352
MLS Listing,,Vacant Land,436 Pease Hill Rd,Anson,ME,04911,69000,,,Anson,,696960,,8,,,Active,,,https://www.redfin.com/ME/Anson/436-Pease-Hill-Rd-04911/home/100267652,MREIS,1577414,N,Y,44.8023276,-69.9527955
MLS Listing,,Single Family Residential,901 East Pond Rd,Smithfield,ME,04978,182000,3,1.5,Smithfield,1530,91476,1989,8,119,,Active,,,https://www.redfin.com/ME/Smithfield/901-E-Pond-Rd-04978/home/85755823,MREIS,1577387,N,Y,44.6377374,-69.7821304
