SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,114 Waukewan St,Meredith,NH,03253,414700,3,1.0,Meredith,1568,40075,1920,11,264,,Active,,,https://www.redfin.com/NH/Meredith/114-Waukewan-St-03253/home/108634757,PrimeMLS,4977506,N,Y,43.6452231,-71.5149252
MLS Listing,,Multi-Family (2-4 Unit),92 Pine St,Laconia,NH,03246,250000,,,Laconia,3000,13068,1920,12,83,,Active,,,https://www.redfin.com/NH/Laconia/92-Pine-St-03246/home/167133647,PrimeMLS,4977470,N,Y,43.5249729,-71.4633556
MLS Listing,,Condo/Co-op,934 No. Main St #7,Laconia,NH,03246,239000,2,1.0,Laconia,760,45302,1971,12,314,225,Active,November-25-2023 10:00 AM,November-25-2023 12:00 PM,https://www.redfin.com/NH/Laconia/934-N-Main-St-03246/unit-7/home/103711422,PrimeMLS,4977467,N,Y,43.536717,-71.47701
MLS Listing,,Vacant Land,146 Akwa Vis #121,Laconia,NH,03246,500000,,,Laconia,,17424,,12,,357,Active,,,https://www.redfin.com/NH/Laconia/146-Akwa-Vis-03246/unit-121/home/188532738,PrimeMLS,4977434,N,Y,43.611838,-71.470623
MLS Listing,,Single Family Residential,125 Tate Rd,Gilford,NH,03249,2999999,5,5.5,Gilford,4809,242193,2023,12,624,,Active,,,https://www.redfin.com/NH/Gilford/125-Tate-Rd-03249/home/105518099,PrimeMLS,4977422,N,Y,43.571318,-71.36156
MLS Listing,,Condo/Co-op,226 E Endicott St #1,Laconia,NH,03246,675000,3,2.5,Laconia,2100,87120,2023,13,321,371,Active,,,https://www.redfin.com/NH/Laconia/226-Endicott-St-N-03246/unit-1/home/185781499,PrimeMLS,4977391,N,Y,43.6063643,-71.4656634
MLS Listing,,Condo/Co-op,57 Union Ave #205,Laconia,NH,03246,175000,1,1.0,Laconia,800,,1971,13,219,175,Active,,,https://www.redfin.com/NH/Laconia/57-Union-Ave-03246/unit-205/home/88116051,PrimeMLS,4977357,N,Y,43.526203,-71.4673122
MLS Listing,,Single Family Residential,9 Peggys Cove Rd,Alton,NH,03809,699000,3,2.0,Alton,1813,13939,2001,13,386,100,Active,,,https://www.redfin.com/NH/Alton-Bay/9-Peggys-Cove-Rd-03810/home/108664899,PrimeMLS,4977338,N,Y,43.5003353,-71.2442786
MLS Listing,,Single Family Residential,25 Old Wolfeboro Rd,Alton,NH,03809,599000,4,2.0,Alton,2952,26136,1890,13,203,,Active,,,https://www.redfin.com/NH/Alton/25-Old-Wolfeboro-Rd-03809/home/88294309,PrimeMLS,4977312,N,Y,43.4587267,-71.2220136
MLS Listing,,Condo/Co-op,788 Laconia Rd #7,Tilton,NH,03276,275000,1,1.0,Tilton,410,,1980,14,671,140,Active,,,https://www.redfin.com/NH/Tilton/788-Laconia-Rd-03276/unit-7/home/88160478,PrimeMLS,4977222,N,Y,43.4915382,-71.5268459
MLS Listing,,Townhouse,7 Harvest Ln,Laconia,NH,03246,437000,2,2.0,Laconia,1008,,1984,14,434,501,Active,,,https://www.redfin.com/NH/Laconia/7-Harvest-Ln-03246/home/96473338,PrimeMLS,4977216,N,Y,43.545712,-71.419948
MLS Listing,,Townhouse,266 Endicott St N #15,Laconia,NH,03246,269000,2,1.5,Laconia,1582,,1987,14,170,225,Active,,,https://www.redfin.com/NH/Laconia/266-Endicott-St-N-03246/unit-15/home/96665625,PrimeMLS,4977133,N,Y,43.6060644,-71.4675433
MLS Listing,,Single Family Residential,22 Chestnut St,Tilton,NH,03276,349900,3,1.0,Tilton,1596,13068,1920,14,219,,Active,,,https://www.redfin.com/NH/Tilton/22-Chestnut-St-03276/home/88159221,PrimeMLS,4977113,N,Y,43.4450301,-71.59327
MLS Listing,,Single Family Residential,60 Linwood Dr,Alton,NH,03809,489900,3,2.0,Alton,2320,174240,1996,14,211,,Active,,,https://www.redfin.com/NH/Alton/60-Linwood-Dr-03809/home/88293060,PrimeMLS,4977107,N,Y,43.40851,-71.224499
MLS Listing,,Single Family Residential,181 Mount Major Hwy,Alton,NH,03810,799500,3,2.5,Alton,1780,26136,1970,15,449,,Active,,,https://www.redfin.com/NH/Alton-Bay/181-Mount-Major-Hwy-03810/home/108665662,PrimeMLS,4976987,N,Y,43.4811445,-71.2421444
MLS Listing,,Mobile/Manufactured Home,9 Sargent Pl #131,Gilford,NH,03249,119000,2,1.0,Gilford,798,,1972,16,149,470,Active,,,https://www.redfin.com/NH/Gilford/9-Sargents-Pl-03249/unit-131/home/108649610,PrimeMLS,4976914,N,Y,43.566493,-71.4442831
MLS Listing,,Single Family Residential,48 Sawmill Brook Rd,Alton,NH,03810,649900,3,1.0,Alton,1056,12196,1962,16,615,48,Active,,,https://www.redfin.com/NH/Alton-Bay/48-Sawmill-Brook-Rd-03810/home/108665404,PrimeMLS,4976889,N,Y,43.5062685,-71.2472631
MLS Listing,,Vacant Land,77 White Birch Dr,Gilford,NH,03249,99900,,,Gilford,,16552,,16,,,Active,,,https://www.redfin.com/NH/Gilford/77-White-Birch-Dr-03249/home/109781045,PrimeMLS,4976876,N,Y,43.560773,-71.3663739
MLS Listing,,Vacant Land,69 White Birch Dr,Gilford,NH,03249,99900,,,Gilford,,20037,,16,,,Active,,,https://www.redfin.com/NH/Gilford/69-White-Birch-Dr-03249/home/109781529,PrimeMLS,4976875,N,Y,43.56085,-71.365687
MLS Listing,,Condo/Co-op,375 Endicott St #209,Laconia,NH,03246,209000,1,2.0,Laconia,792,,1972,16,264,699,Active,,,https://www.redfin.com/NH/Laconia/375-Endicott-St-E-03246/unit-209/home/88115683,PrimeMLS,4976845,N,Y,43.6097886,-71.4688097
MLS Listing,,Mobile/Manufactured Home,4 Quinn St,Tilton,NH,03276,89900,3,2.0,Tilton,1216,,2000,17,74,450,Active,,,https://www.redfin.com/NH/Tilton/4-Quinn-St-03276/home/170217916,PrimeMLS,4976803,N,Y,43.478068,-71.539387
MLS Listing,,Mobile/Manufactured Home,20 True Rd #7,Meredith,NH,03253,132900,2,2.0,Meredith,924,,2023,18,144,490,Active,,,https://www.redfin.com/NH/Meredith/20-True-Rd-03253/unit-7/home/108635372,PrimeMLS,4976777,N,Y,43.6714523,-71.4925787
MLS Listing,,Mobile/Manufactured Home,20 True Rd #6,Meredith,NH,03253,132900,2,2.0,Meredith,924,,2023,18,144,490,Active,,,https://www.redfin.com/NH/Meredith/20-True-Rd-03253/unit-6/home/108635466,PrimeMLS,4976776,N,Y,43.6714523,-71.4925787
MLS Listing,,Single Family Residential,51 Keewaydin Dr,Alton,NH,03810,5190000,2,4.5,Alton,5010,17424,2023,19,1036,,Active,,,https://www.redfin.com/NH/Alton-Bay/51-Keewaydin-Dr-03810/home/88293151,PrimeMLS,4976614,N,Y,43.4892927,-71.2481074
MLS Listing,,Vacant Land,1517 Wolfeboro Hwy,Alton,NH,03809,2200000,,,Alton,,2279930,,20,,,Active,,,https://www.redfin.com/NH/Alton/1517-Wolfeboro-Hwy-03809/home/188324988,PrimeMLS,4976548,N,Y,43.5397133,-71.2028745
MLS Listing,,Vacant Land,21-1 Hoadley Rd Lot 21-1,Belmont,NH,03220,99900,,,Belmont,,219106,,20,,,Active,,,https://www.redfin.com/NH/Belmont/21-Hoadley-Rd-03220/unit-21-1/home/188324962,PrimeMLS,4976547,N,Y,43.4717032,-71.4245946
MLS Listing,,Townhouse,11 Sullivan Way #6,Laconia,NH,03246,369000,2,1.5,Laconia,1086,,2004,20,340,305,Active,,,https://www.redfin.com/NH/Laconia/11-Sullivan-Way-03246/unit-6/home/96474587,PrimeMLS,4976450,N,Y,43.579328,-71.452427
MLS Listing,,Townhouse,2696 Lake Shore Rd #20,Gilford,NH,03249,859000,2,1.5,Gilford,1180,,1982,21,728,412,Active,,,https://www.redfin.com/NH/Gilford/2696-Lake-Shore-Rd-03249/unit-20/home/108648548,PrimeMLS,4976289,N,Y,43.5714133,-71.3417037
MLS Listing,,Vacant Land,14 Larch Dr,Gilford,NH,03249,299900,,,Gilford,,43995,,22,,,Active,,,https://www.redfin.com/NH/Gilford/14-Larch-Dr-03249/home/109781304,PrimeMLS,4976243,N,Y,43.567025,-71.342227
MLS Listing,,Moorage,21 PLEASANT St #61,Meredith,NH,03253,189900,,,Meredith,,,,23,,233,Active,,,https://www.redfin.com/NH/Meredith/21-Pleasant-St-03253/unit-61/home/188211810,PrimeMLS,4976124,N,Y,43.6588328,-71.4920133
MLS Listing,,Single Family Residential,196 Sandhurst Dr,Laconia,NH,03246,189900,2,2.0,Laconia,1266,,1992,23,150,466,Active,,,https://www.redfin.com/NH/Laconia/196-Sandhurst-Dr-03246/home/103712598,PrimeMLS,4976047,N,Y,43.506422,-71.457191
MLS Listing,,Condo/Co-op,"375 Endicott St Unit 205, 205A, 205B",Laconia,NH,03246,379900,2,2.0,Laconia,1203,,1972,24,316,720,Active,,,https://www.redfin.com/NH/Laconia/375-Endicott-St-N-03246/unit-205-205A-205B/home/188201557,PrimeMLS,4976008,N,Y,43.6097886,-71.4688097
MLS Listing,,Single Family Residential,22 Quimby Rd,Meredith,NH,03253,1495000,3,2.0,Meredith,1940,21344,1978,24,771,,Active,,,https://www.redfin.com/NH/Meredith/22-Quimby-Rd-03253/home/88184894,PrimeMLS,4975991,N,Y,43.6343701,-71.4404611
MLS Listing,,Moorage,1996 Lake Shore Rd #10,Gilford,NH,03249,199900,,,Gilford,,,,25,,108,Active,,,https://www.redfin.com/NH/Gilford/1996-Lake-Shore-Rd-03249/unit-10/home/108649455,PrimeMLS,4975944,N,Y,43.580234,-71.3943083
MLS Listing,,Moorage,2 Bayshore Dr #57,Meredith,NH,03253,149900,,,Meredith,,,,26,,106,Active,,,https://www.redfin.com/NH/Meredith/2-Bayshore-Dr-03253/unit-57/home/174200741,PrimeMLS,4975915,N,Y,43.6513479,-71.4966079
MLS Listing,,Condo/Co-op,107 Treetop Cir #723,Laconia,NH,03246,319900,2,2.0,Laconia,848,,1974,26,377,367,Active,,,https://www.redfin.com/NH/Laconia/107-Treetop-Cir-03246/unit-723/home/174875503,PrimeMLS,4975894,N,Y,43.6096192,-71.4659026
MLS Listing,,Single Family Residential,14 Summer St,Laconia,NH,03246,450000,4,4.0,Laconia,1932,10454,1890,26,233,,Active,,,https://www.redfin.com/NH/Laconia/14-Summer-St-03246/home/108618930,PrimeMLS,4975774,N,Y,43.5308708,-71.4639934
MLS Listing,,Single Family Residential,25 Wakeman Rd,Belmont,NH,03220,1444000,3,2.5,Belmont,1392,8276,1985,27,1037,,Active,,,https://www.redfin.com/NH/Belmont/25-Wakeman-Rd-03220/home/108668649,PrimeMLS,4975759,N,Y,43.4828765,-71.5141806
MLS Listing,,Condo/Co-op,934 N Main St #5,Laconia,NH,03246,239900,2,1.0,Laconia,760,,1978,27,316,225,Active,November-25-2023 10:00 AM,November-25-2023 12:00 PM,https://www.redfin.com/NH/Laconia/934-N-Main-St-03246/unit-5/home/88116092,PrimeMLS,4975742,N,Y,43.536717,-71.47701
MLS Listing,,Mobile/Manufactured Home,96 Hilliard Rd #161,Laconia,NH,03246,170000,1,1.0,Laconia,651,,2006,27,261,333,Active,,,https://www.redfin.com/NH/Laconia/96-Hilliard-Rd-03246/unit-161/home/88114927,PrimeMLS,4975718,N,Y,43.6023346,-71.464123
MLS Listing,,Single Family Residential,28 circle Dr,Meredith,NH,03253,375000,3,2.0,Meredith,1376,16117,1946,27,273,,Active,,,https://www.redfin.com/NH/Meredith/28-Circle-Dr-03253/home/96592296,PrimeMLS,4975642,N,Y,43.6686234,-71.4990997
MLS Listing,,Vacant Land,66 Sara's Way,Gilford,NH,03249,500000,,,Gilford,,950914,,27,,,Active,,,https://www.redfin.com/NH/Gilford/245-Intervale-Rd-03249/home/172654845,PrimeMLS,4975635,N,Y,43.5721639,-71.3955529
MLS Listing,,Vacant Land,00 Gulf Rd,Sanbornton,NH,03269,169900,,,Sanbornton,,649915,,28,,,Active,,,https://www.redfin.com/NH/Sanbornton/0-Gulf-Rd-03269/home/188177600,PrimeMLS,4975550,N,Y,43.4891386,-71.5831512
MLS Listing,,Single Family Residential,119 Cumberland Rd,Gilford,NH,03249,899900,3,2.5,Gilford,2949,35283,1987,28,305,85,Active,,,https://www.redfin.com/NH/Gilford/119-Cumberland-Rd-03249/home/79869553,PrimeMLS,4975513,N,Y,43.5677023,-71.3505752
MLS Listing,,Single Family Residential,4 Leighton Ave N,Laconia,NH,03246,2199000,2,1.5,Laconia,1684,16117,1930,28,1306,,Active,,,https://www.redfin.com/NH/Laconia/4-Leighton-Ave-N-03246/home/96633281,PrimeMLS,4975423,N,Y,43.5785826,-71.5222646
MLS Listing,,Single Family Residential,122 Valley Shore Dr,Gilmanton,NH,03237,449900,2,1.0,Gilmanton,954,18295,1972,29,472,,Active,,,https://www.redfin.com/NH/Gilmanton/122-Valley-Shr-03237/home/88039772,PrimeMLS,4975375,N,Y,43.4105417,-71.4164619
MLS Listing,,Mobile/Manufactured Home,9 Sargent Pl #102,Gilford,NH,03249,79900,2,1.0,Gilford,784,,1978,29,102,470,Active,,,https://www.redfin.com/NH/Gilford/9-Sargents-Pl-03249/unit-102/home/108647954,PrimeMLS,4975361,N,Y,43.566493,-71.4442831
MLS Listing,,Single Family Residential,76 Rollins Rd,Alton,NH,03810,1749000,3,2.5,Alton,1969,11325,1925,29,888,,Active,,,https://www.redfin.com/NH/Alton-Bay/76-Rollins-Rd-03810/home/88292759,PrimeMLS,4975342,N,Y,43.5525696,-71.3065518
MLS Listing,,Vacant Land,00 Clay Point Rd,Alton,NH,03809,925000,,,Alton,,461300,,30,,,Active,,,https://www.redfin.com/NH/Alton/0-Clay-Point-Rd-03809/home/188152788,PrimeMLS,4975200,N,Y,43.5423993,-71.2182684
MLS Listing,,Mobile/Manufactured Home,84 Dudley Cir,Laconia,NH,03246,237900,3,2.0,Laconia,1232,,1994,30,193,,Active,,,https://www.redfin.com/NH/Laconia/84-Dudley-Cir-03246/home/88115259,PrimeMLS,4975180,N,Y,43.5076269,-71.4571857
MLS Listing,,Single Family Residential,77 Ridge Rd,Alton,NH,03809,549900,4,3.5,Alton,2496,136342,2007,30,220,,Active,,,https://www.redfin.com/NH/Alton/77-Ridge-Rd-03809/home/66761050,PrimeMLS,4975172,N,Y,43.5108111,-71.2297879
MLS Listing,,Moorage,21 Pleasant St #40,Meredith,NH,03253,229000,,,Meredith,,,,31,,,Active,,,https://www.redfin.com/NH/Meredith/21-Pleasant-St-03253/unit-40/home/188078545,PrimeMLS,4974240,N,Y,43.6588328,-71.4920133
MLS Listing,,Single Family Residential,27 Pitchwood Is,Meredith,NH,03253,1400000,2,1.0,Meredith,1456,22651,1910,33,962,,Active,,,https://www.redfin.com/NH/Meredith/27-Pitchwood-Is-03253/home/108635232,PrimeMLS,4975049,N,Y,43.624763,-71.4426359
MLS Listing,,Single Family Residential,586 Province Rd,Gilmanton,NH,03237,425000,2,1.0,Gilmanton,1030,1263240,1987,33,413,,Active,,,https://www.redfin.com/NH/Gilmanton/586-Province-Rd-03237/home/88039608,PrimeMLS,4974958,N,Y,43.420466,-71.409979
MLS Listing,,Single Family Residential,75 Warren St,Laconia,NH,03246,420000,4,2.5,Laconia,2463,8712,1912,34,171,,Active,,,https://www.redfin.com/NH/Laconia/75-Warren-St-03246/home/88115501,PrimeMLS,4974849,N,Y,43.5237132,-71.4599653
MLS Listing,,Condo/Co-op,57 Union Ave #111,Laconia,NH,03246,175000,1,1.0,Laconia,800,,1971,34,219,175,Active,,,https://www.redfin.com/NH/Laconia/57-Union-Ave-03246/unit-111/home/101645395,PrimeMLS,4974848,N,Y,43.526203,-71.4673122
MLS Listing,,Single Family Residential,151 lower Oxbow Rd,New Hampton,NH,03256,679900,3,2.5,New Hampton,2255,71438,2023,34,302,,Active,,,https://www.redfin.com/NH/New-Hampton/151-Lower-Oxbow-Rd-03256/home/188119239,PrimeMLS,4974800,N,Y,43.6752096,-71.6072304
MLS Listing,,Single Family Residential,87 Shaw Hill Rd,Sanbornton,NH,03269,602100,5,3.0,Sanbornton,3105,87120,2001,35,194,,Active,,,https://www.redfin.com/NH/Sanbornton/87-Shaw-Hill-Rd-03269/home/103016499,PrimeMLS,4974677,N,Y,43.4998569,-71.6479137
MLS Listing,,Vacant Land,495 W Main St,Tilton,NH,03276,495000,,,Tilton,,1388257,,35,,,Active,,,https://www.redfin.com/NH/Tilton/495-W-Main-St-03276/home/88159568,PrimeMLS,4974653,N,Y,43.446474,-71.609115
MLS Listing,,Single Family Residential,16 Gale Ave,Laconia,NH,03246,599999,5,3.5,Laconia,3431,18730,1930,36,175,,Active,,,https://www.redfin.com/NH/Laconia/16-Gale-Ave-03246/home/103711876,PrimeMLS,4974457,N,Y,43.5293425,-71.4759715
MLS Listing,,Single Family Residential,350 Lancaster Hill Rd,Tilton,NH,03276,595000,4,1.5,Tilton,2353,348480,1870,36,253,,Active,November-24-2023 01:00 PM,November-24-2023 03:30 PM,https://www.redfin.com/NH/Tilton/350-Lancaster-Hill-Rd-03276/home/88159840,PrimeMLS,4974435,N,Y,43.484771,-71.540918
MLS Listing,,Condo/Co-op,7 Baker Ave #6,Laconia,NH,03246,230000,2,1.0,Laconia,524,,1927,38,439,500,Active,,,https://www.redfin.com/NH/Laconia/7-Baker-Ave-03246/unit-6/home/188075140,PrimeMLS,4974233,N,Y,43.6093997,-71.459622
MLS Listing,,Condo/Co-op,7 Baker Ave #5,Laconia,NH,03246,230000,2,1.0,Laconia,616,,1927,38,373,500,Active,,,https://www.redfin.com/NH/Laconia/7-Baker-Ave-03246/unit-5/home/188075120,PrimeMLS,4974231,N,Y,43.6093997,-71.459622
