SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,48 Daria Dr,Rindge,NH,03461,519900,4,2.5,Rindge,2478,67082,2004,1,210,,Active,November-25-2023 10:30 AM,November-25-2023 12:30 PM,https://www.redfin.com/NH/Rindge/48-Daria-Dr-03461/home/103036781,PrimeMLS,4978489,N,Y,42.7327222,-72.0649404
MLS Listing,,Single Family Residential,20 Westminster St,Walpole,NH,03608,875000,4,3.0,Walpole,3923,19166,1833,1,223,,Active,,,https://www.redfin.com/NH/Walpole/20-Westminster-St-03608/home/88029551,PrimeMLS,4978467,N,Y,43.0799384,-72.4273633
MLS Listing,,Vacant Land,0 Ashuelot Main St Lot 0 Block 66,Winchester,NH,03470,100000,,,Winchester,,232610,,1,,,Active,,,https://www.redfin.com/NH/Winchester/0-Ashuelot-Main-ST-03470/unit-0-Block-66/home/188672865,PrimeMLS,4978464,N,Y,42.780590000001,-72.427866
MLS Listing,,Townhouse,41 Base Hill Rd,Keene,NH,03431,269500,3,1.5,Keene,1488,4356,1981,1,181,300,Active,,,https://www.redfin.com/NH/Keene/41-Base-Hill-Rd-03431/home/87980788,PrimeMLS,4978412,N,Y,42.9267544,-72.3146746
MLS Listing,,Vacant Land,Martin Rd,Fitzwilliam,NH,03447,63000,,,Fitzwilliam,,1568160,,1,,,Active,,,https://www.redfin.com/NH/Fitzwilliam/Martin-Rd-03447/home/88043931,PrimeMLS,4978405,N,Y,42.725916,-72.199447
MLS Listing,,Condo/Co-op,00 Roberts Dr Lot 24,Jaffrey,NH,03452,739000,3,2.5,Jaffrey,1840,,2023,1,402,392,Active,November-25-2023 10:00 AM,November-25-2023 02:00 PM,https://www.redfin.com/NH/Jaffrey/Roberts-DR-03452/unit-24/home/188654732,PrimeMLS,4978390,N,Y,42.831564430123116,-72.06730393676757
MLS Listing,,Condo/Co-op,00 Roberts Dr Lot 26,Jaffrey,NH,03452,599000,3,2.5,Jaffrey,1934,,2023,1,310,392,Active,November-25-2023 10:00 AM,November-25-2023 02:00 PM,https://www.redfin.com/NH/Jaffrey/Roberts-DR-03452/unit-26/home/188654623,PrimeMLS,4978389,N,Y,42.831627374493955,-72.0672181060791
MLS Listing,,Condo/Co-op,00 Roberts Dr Lot 4,Jaffrey,NH,03452,649000,3,2.5,Jaffrey,2011,,2023,1,323,392,Active,November-25-2023 10:00 AM,November-25-2023 02:00 PM,https://www.redfin.com/NH/Jaffrey/Roberts-DR-03452/unit-4/home/188654326,PrimeMLS,4978384,N,Y,42.831186762551916,-72.06678895263676
MLS Listing,,Condo/Co-op,00 Roberts Dr Lot 3,Jaffrey,NH,03452,799000,3,2.5,Jaffrey,2036,2563941,2023,1,392,392,Active,November-25-2023 10:00 AM,November-25-2023 02:00 PM,https://www.redfin.com/NH/Jaffrey/Roberts-DR-03452/unit-3/home/188654101,PrimeMLS,4978382,N,Y,42.830958587275916,-72.06735758094791
MLS Listing,,Vacant Land,Taryn Ln Ofc Taryn,Hinsdale,NH,00451,375000,,,Hinsdale,,2132697,,1,,,Active,,,https://www.redfin.com/NH/Hinsdale/Taryn-Ln-03451/unit-Taryn/home/188647974,PrimeMLS,4978363,N,Y,42.80197013189708,-72.50900755572508
MLS Listing,,Mobile/Manufactured Home,27 Sparrow St,Keene,NH,03431,75000,3,2.0,Keene,1344,,1999,2,56,565,Active,,,https://www.redfin.com/NH/Keene/27-Sparrow-St-03431/home/87979121,PrimeMLS,4978311,N,Y,42.9586903,-72.3076401
MLS Listing,,Multi-Family (2-4 Unit),79 Terrace St,Marlborough,NH,03455,299000,4,2.0,Marlborough,1984,11325,1836,2,151,,Active,,,https://www.redfin.com/NH/Marlborough/79-Terrace-St-03455/home/87990678,PrimeMLS,4978259,N,Y,42.9046076,-72.2039416
MLS Listing,,Vacant Land,0 Old Chesham Rd,Nelson,NH,03452,65000,,,Nelson,,222155,,2,,,Active,,,https://www.redfin.com/NH/Nelson/0-Old-Chesham-RD-03452/home/188628164,PrimeMLS,4978208,N,Y,42.97671801238714,-72.13223816252861
MLS Listing,,Single Family Residential,400 Sawyers Crossing Rd,Swanzey,NH,03446,285000,3,1.0,Swanzey,1224,44431,1978,3,233,,Active,,,https://www.redfin.com/NH/Swanzey/400-Sawyers-Crossing-Rd-03446/home/88216326,PrimeMLS,4978200,N,Y,42.886309,-72.303427
MLS Listing,,Vacant Land,7-50 Fisk Ln Lot 7-50,Dublin,NH,03444,101000,,,Dublin,,225205,,5,,,Active,,,https://www.redfin.com/NH/Dublin/7-Fisk-Ln-03444/unit-7-50/home/188598706,PrimeMLS,4978080,N,Y,42.9030063,-72.0313458
MLS Listing,,Vacant Land,Fisk Ln Lot 7-50B,Dublin,NH,03444,101000,,,Dublin,,529254,,5,,,Active,,,https://www.redfin.com/NH/Dublin/7-Fisk-Ln-03444/unit-7-50B/home/188598692,PrimeMLS,4978079,N,Y,42.9030063,-72.0313458
MLS Listing,,Multi-Family (2-4 Unit),32 Howard Ct,Keene,NH,03431,300000,5,2.0,Keene,2772,8712,1890,6,108,,Active,,,https://www.redfin.com/NH/Keene/32-Howard-Ct-03431/home/87976025,PrimeMLS,4978005,N,Y,42.9416512,-72.2790549
MLS Listing,,Single Family Residential,22 Forbush Rd,Dublin,NH,03444,479000,3,2.5,Dublin,2018,88862,2000,6,237,,Active,,,https://www.redfin.com/NH/Dublin/22-Forbush-Rd-03444/home/63521215,PrimeMLS,4978003,N,Y,42.8749608,-72.0332517
MLS Listing,,Mobile/Manufactured Home,2 Lilac Ln,Winchester,NH,03470,69900,2,2.0,Winchester,1008,,1984,6,69,240,Active,,,https://www.redfin.com/NH/Winchester/2-Lilac-Ln-03470/home/88300717,PrimeMLS,4977981,N,Y,42.7744103,-72.3875052
MLS Listing,,Single Family Residential,1-2 Dale Farm Rd Lot 1-2,Rindge,NH,03461,899000,4,2.5,Rindge,3008,87120,2023,6,299,,Active,,,https://www.redfin.com/NH/Rindge/1-Dale-Farm-Rd-03461/unit-1-2/home/188587790,PrimeMLS,4977945,N,Y,42.7366071,-72.0218973
MLS Listing,,Condo/Co-op,28 Owens Dr #101,Swanzey,NH,03446,300000,2,2.0,Swanzey,988,,2013,7,304,296,Active,,,https://www.redfin.com/NH/Swanzey/28-Owens-Dr-03446/unit-101/home/96474237,PrimeMLS,4977906,N,Y,42.883899,-72.348624
MLS Listing,,Single Family Residential,41 N Winchester St,Swanzey,NH,03446,240000,3,2.0,Swanzey,2156,34848,1920,7,111,,Active,,,https://www.redfin.com/NH/Swanzey/41-N-Winchester-St-03446/home/88216291,PrimeMLS,4977899,N,Y,42.875073,-72.328566
MLS Listing,,Vacant Land,54-A Monument Rd Lot 54-A,Richmond,NH,03470,235000,,,Richmond,,2395800,,7,,,Active,,,https://www.redfin.com/NH/Richmond/54-Monument-Rd-03470/unit-54-A/home/188578645,PrimeMLS,4977823,N,Y,42.7512031,-72.2406792
MLS Listing,,Vacant Land,L54-B & L3 Monument Rd,Richmond,NH,03470,179000,,,Richmond,,5227200,,7,,,Active,,,https://www.redfin.com/NH/Richmond/Monument-Rd-03470/home/87923982,PrimeMLS,4977821,N,Y,42.752893,-72.2391
