SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,22 Pepperhill Ln,South Thomaston,ME,04858,445000,2,1.0,South Thomaston,1188,65340,2021,5,375,,Active,,,https://www.redfin.com/ME/South-Thomaston/22-Pepperhill-Ln-04858/home/182970527,MREIS,1577733,N,Y,44.0574491,-69.1237613
MLS Listing,,Single Family Residential,79 Park St,Rockland,ME,04841,620000,5,2.5,Rockland,4490,7405,1872,5,138,,Active,,,https://www.redfin.com/ME/Rockland/79-Park-St-04841/home/100136240,MREIS,1577683,N,Y,44.1021209,-69.114186
MLS Listing,,Multi-Family (5+ Unit),1055 Middle Rd,Warren,ME,04864,775000,9,6.0,Warren,1672,871200,1972,5,464,,Active,,,https://www.redfin.com/ME/Warren/1055-Middle-Rd-04864/home/100255519,MREIS,1577685,N,Y,44.162543,-69.2707807
MLS Listing,,Vacant Land,64 Atlantic Hwy,Thomaston,ME,04861,150000,,,Thomaston,,66646,,6,,,Active,,,https://www.redfin.com/ME/Thomaston/64-Atlantic-Hwy-04861/home/188591578,MREIS,1577615,N,Y,44.0776236,-69.215775
MLS Listing,,Multi-Family (2-4 Unit),28 Elm St,Rockland,ME,04841,410000,2,2.0,Rockland,1434,1742,1830,6,286,,Active,,,https://www.redfin.com/ME/Rockland/28-Elm-St-04841/home/173530567,MREIS,1577591,N,Y,44.1030365,-69.1105378
MLS Listing,,Vacant Land,534 Barnestown Rd,Hope,ME,04847,300000,,,Hope,,1477990,,6,,,Active,,,https://www.redfin.com/ME/Hope/534-Barnestown-Rd-04847/home/100122801,MREIS,1577565,N,Y,44.230681643,-69.15716203
MLS Listing,,Single Family Residential,2369 Heald Hwy,Union,ME,04862,150000,3,2.0,Union,2448,196020,2009,7,61,,Active,,,https://www.redfin.com/ME/Union/2369-Heald-Hwy-04862/home/97607713,MREIS,1577543,N,Y,44.2163576,-69.2998362
MLS Listing,,Vacant Land,0 Finntown Rd,Warren,ME,04864,198000,,,Warren,,784080,,8,,,Active,,,https://www.redfin.com/ME/Warren/0-Finntown-Rd-04864/home/188574465,MREIS,1577429,N,Y,44.1199154,-69.2913649
MLS Listing,,Single Family Residential,12 S Hope Rd,Rockport,ME,04856,360000,3,2.0,Rockport,1456,193842,1980,8,247,,Active,,,https://www.redfin.com/ME/Rockport/12-S-Hope-Rd-04856/home/100302142,MREIS,1577419,N,Y,44.2004664,-69.1945523
MLS Listing,,Vacant Land,7 Stoney Hill Rd,Rockport,ME,04856,149000,,,Rockport,,205167,,8,,,Active,,,https://www.redfin.com/ME/Rockport/7-Stoney-Hill-Rd-04856/home/107035906,MREIS,1577372,N,Y,44.1902085,-69.1537871
MLS Listing,,Single Family Residential,1 Lexington Ln,Rockport,ME,04856,499000,3,2.5,Rockport,4786,73616,1990,9,104,25,Active,,,https://www.redfin.com/ME/Rockport/1-Lexington-Ln-04856/home/100301575,MREIS,1577338,N,Y,44.1416257,-69.1003377
MLS Listing,,Vacant Land,TBD Common Rd,Union,ME,04862,59000,,,Union,,74923,,11,,,Active,,,https://www.redfin.com/ME/Union/TBD-Common-Rd-04862/home/188544205,MREIS,1577237,N,Y,44.2120731,-69.2723904
MLS Listing,,Single Family Residential,253 Cushing Rd,Cushing,ME,04563,379000,2,2.0,Cushing,1344,100187,2022,11,282,,Active,,,https://www.redfin.com/ME/Cushing/253-Cushing-Rd-04563/home/188542463,MREIS,1577220,N,Y,44.0364569,-69.268183
MLS Listing,,Single Family Residential,168 Drury Ln,South Thomaston,ME,04858,4250000,3,4.0,South Thomaston,4546,882961,2008,12,935,,Active,,,https://www.redfin.com/ME/South-Thomaston/168-Drury-Ln-04858/home/99931657,MREIS,1577136,N,Y,44.0501577,-69.1831876
MLS Listing,,Single Family Residential,339 Jefferson Rd,Washington,ME,04574,399000,3,1.5,Washington,1484,165528,2004,13,269,,Active,,,https://www.redfin.com/ME/Washington/339-Jefferson-Rd-04574/home/100202379,MREIS,1577121,N,Y,44.2289192,-69.4199193
MLS Listing,,Single Family Residential,536 Guinea Ridge Rd,Appleton,ME,04862,175000,3,2.0,Appleton,2202,1611720,1999,13,79,,Active,,,https://www.redfin.com/ME/Appleton/536-Guinea-Ridge-Rd-04862/home/66692008,MREIS,1577106,N,Y,44.290367,-69.3045113
MLS Listing,,Single Family Residential,92 Oyster River Rd,Thomaston,ME,04861,390000,4,2.0,Thomaston,1552,238273,1852,13,251,,Active,,,https://www.redfin.com/ME/Thomaston/92-Oyster-River-Rd-04861/home/100247288,MREIS,1577035,N,Y,44.0774254,-69.2037085
MLS Listing,,Condo/Co-op,40 Powerhouse Hill Ln #40,Rockport,ME,04856,850000,3,3.5,Rockport,2547,561924,2007,15,334,660,Active,,,https://www.redfin.com/ME/Rockport/40-Powerhouse-Hill-Ln-04856/unit-40/home/182833798,MREIS,1576896,N,Y,44.1415337,-69.0863991
MLS Listing,,Single Family Residential,217 Station Ln,Warren,ME,04864,945000,3,2.5,Warren,2720,71438,2020,16,347,17,Active,,,https://www.redfin.com/ME/Warren/217-Station-Ln-04864/home/177143764,MREIS,1576768,N,Y,44.1055404,-69.2743927
MLS Listing,,Single Family Residential,15 Harbor Rd,Friendship,ME,04547,375000,4,3.0,Friendship,2200,17424,1875,17,170,,Active,,,https://www.redfin.com/ME/Friendship/15-Harbor-Rd-04547/home/85730823,MREIS,1576327,N,Y,43.983227,-69.335382
MLS Listing,,Vacant Land,Lot 1 Bull Hill Rd,Hope,ME,04847,45000,,,Hope,,105850,,18,,42,Active,,,https://www.redfin.com/ME/Hope/1-Bull-Hill-Rd-04847/home/188439699,MREIS,1576685,N,Y,44.2737076,-69.1661515
MLS Listing,,Single Family Residential,13 Talbot Ave,Rockland,ME,04841,720000,5,2.0,Rockland,2971,6534,1868,19,242,,Active,,,https://www.redfin.com/ME/Rockland/13-Talbot-Ave-04841/home/100136350,MREIS,1576619,N,Y,44.1074581,-69.1106692
MLS Listing,,Single Family Residential,197 Bayside W,Owls Head,ME,04854,449000,3,2.0,Owls Head,1148,41382,1992,19,391,,Active,,,https://www.redfin.com/ME/Owls-Head/197-Bayside-W-04854/home/100176278,MREIS,1576344,N,Y,44.074551,-69.119856
MLS Listing,,Condo/Co-op,31-33 Booker St #1,Thomaston,ME,04861,279000,2,2.0,Thomaston,1423,76665,1890,20,196,125,Active,,,https://www.redfin.com/ME/Thomaston/31-Booker-St-04861/unit-1/home/188325213,MREIS,1576489,N,Y,44.0799147,-69.1898512
MLS Listing,,Single Family Residential,34 Admontem Ave,Rockland,ME,04841,415000,3,2.0,Rockland,1754,14374,1894,20,237,,Active,,,https://www.redfin.com/ME/Rockland/34-Admontem-Ave-04841/home/100136724,MREIS,1576461,N,Y,44.1123752,-69.1126154
MLS Listing,,Single Family Residential,105 Eastway Dr,Camden,ME,04843,5950000,6,7.0,Camden,6522,1023224,2002,21,912,,Active,,,https://www.redfin.com/ME/Camden/105-Eastway-Dr-04843/home/100208022,MREIS,1576406,N,Y,44.220247,-69.045523
MLS Listing,,Condo/Co-op,3 Lilac Ct #3,Rockland,ME,04841,409000,2,2.0,Rockland,2101,240451,2006,21,195,200,Active,,,https://www.redfin.com/ME/Rockland/318-Main-St-04841/unit-3/home/170949845,MREIS,1576355,N,Y,44.1028673,-69.1092811
MLS Listing,,Mobile/Manufactured Home,37 Branch Dr,Cushing,ME,04563,299000,3,2.0,Cushing,1173,87120,2022,22,255,58,Active,,,https://www.redfin.com/ME/Cushing/37-Branch-Dr-04563/home/184137666,MREIS,1576270,N,Y,44.055972,-69.235411
MLS Listing,,Condo/Co-op,8 Hilltop Dr #8,Rockport,ME,04856,298000,2,2.0,Rockport,1053,1611720,2012,22,283,594,Active,,,https://www.redfin.com/ME/Rockport/8-Hilltop-Dr-04856/unit-8/home/102155291,MREIS,1576246,N,Y,44.1560698,-69.0859639
MLS Listing,,Single Family Residential,190 Lake View Dr,Rockland,ME,04841,591275,3,2.0,Rockland,1792,46609,1955,22,330,,Active,,,https://www.redfin.com/ME/Rockland/190-Lakeview-Dr-04841/home/100135838,MREIS,1576237,N,Y,44.14237,-69.1189995
MLS Listing,,Single Family Residential,34 Thomaston St,Rockland,ME,04841,175000,3,1.0,Rockland,1133,6098,1897,23,154,,Active,,,https://www.redfin.com/ME/Rockland/34-Thomaston-St-04841/home/100136271,MREIS,1576209,N,Y,44.0946823,-69.1130264
MLS Listing,,Condo/Co-op,440 Belfast Rd Unit Naan.C2,Camden,ME,04843,1350000,2,2.0,Camden,1720,1916640,2024,24,785,725,Active,,,https://www.redfin.com/ME/Camden/440-Belfast-Rd-04843/unit-NaanC2/home/188201108,MREIS,1576131,N,Y,44.2420776,-69.0380799
MLS Listing,,Condo/Co-op,440 Belfast Rd Unit Naan.C1,Camden,ME,04843,1300000,2,2.0,Camden,1720,1916640,2024,24,756,725,Active,,,https://www.redfin.com/ME/Camden/440-Belfast-Rd-04843/unit-NaanC1/home/188201032,MREIS,1576128,N,Y,44.2420776,-69.0380799
MLS Listing,,Single Family Residential,19 Willis Kinney Rd,Saint George,ME,04860,1975000,3,2.5,Saint George,2464,174240,2017,25,802,,Active,,,https://www.redfin.com/ME/Saint-George/19-Willis-Kinney-Ln-04860/home/145113275,MREIS,1576046,N,Y,44.013495,-69.211061
MLS Listing,,Condo/Co-op,440 Belfast Rd Unit Kustavi B1,Camden,ME,04843,1500000,2,2.0,Camden,1656,1916640,2024,26,906,695,Active,,,https://www.redfin.com/ME/Camden/440-Belfast-Rd-04843/unit-Kustavi-B1/home/188195805,MREIS,1576084,N,Y,44.2420776,-69.0380799
MLS Listing,,Condo/Co-op,440 Belfast Rd Unit Inio E1,Camden,ME,04843,1250000,2,2.0,Camden,1360,1916640,2024,26,919,575,Active,,,https://www.redfin.com/ME/Camden/440-Belfast-Rd-04843/unit-Inio-E1/home/188195062,MREIS,1576073,N,Y,44.2420776,-69.0380799
MLS Listing,,Single Family Residential,101 Booker St,Thomaston,ME,04861,325000,4,1.5,Thomaston,1528,14810,1995,26,213,,Active,,,https://www.redfin.com/ME/Thomaston/101-Booker-St-04861/home/83668012,MREIS,1575995,N,Y,44.0851593,-69.1906564
MLS Listing,,Single Family Residential,1523 Searsmont Rd,Appleton,ME,04862,465000,2,1.0,Appleton,1150,836352,2000,26,404,,Active,,,https://www.redfin.com/ME/Appleton/1523-Searsmont-Rd-04862/home/100094713,MREIS,1576001,N,Y,44.318861,-69.2123767
MLS Listing,,Single Family Residential,780 South Union Rd,Union,ME,04862,775000,3,2.5,Union,2430,1197900,1820,26,319,,Active,,,https://www.redfin.com/ME/Union/780-S-Union-Rd-04862/home/97608002,MREIS,1575978,N,Y,44.1925149,-69.2624264
MLS Listing,,Single Family Residential,13-14 Third St,Saint George,ME,04860,639000,2,1.0,Saint George,1264,13939,1930,27,506,,Active,,,https://www.redfin.com/ME/Tenants-Harbor/13-14-Third-ST-04860/home/188188036,MREIS,1575962,N,Y,43.9546648,-69.2504563
MLS Listing,,Single Family Residential,508 Hope Rd,Camden,ME,04843,599000,4,2.0,Camden,2200,56628,1970,27,272,,Active,,,https://www.redfin.com/ME/Camden/508-Hope-Rd-04843/home/100207176,MREIS,1575905,N,Y,44.2331754,-69.1071767
MLS Listing,,Vacant Land,672 Atlantic Hwy,Warren,ME,04864,60000,,,Warren,,304920,,29,,,Active,,,https://www.redfin.com/ME/Warren/672-Atlantic-Hwy-04864/home/66716505,MREIS,1575743,N,Y,44.0902403,-69.23599
MLS Listing,,Single Family Residential,196 North Main St,Rockland,ME,04841,425000,3,2.0,Rockland,1798,13939,1850,29,236,,Active,,,https://www.redfin.com/ME/Rockland/196-N-Main-St-04841/home/100135483,MREIS,1575494,N,Y,44.1200348,-69.1125233
MLS Listing,,Condo/Co-op,69 Elm St #200,Camden,ME,04843,1200000,3,2.0,Camden,2019,33976,1999,30,594,591,Active,,,https://www.redfin.com/ME/Camden/69-Elm-St-04843/unit-200/home/112992080,MREIS,1575583,N,Y,44.2070102,-69.0691569
MLS Listing,,Single Family Residential,1845 Clarry Hill Rd,Union,ME,04862,615000,3,1.0,Union,1248,993168,2002,32,493,,Active,,,https://www.redfin.com/ME/Union/1845-Clarry-Hill-Rd-04862/home/97608189,MREIS,1575498,N,Y,44.1781726,-69.299459
MLS Listing,,Multi-Family (2-4 Unit),8 & 5R Lindsey St,Rockland,ME,04841,1475000,3,2.5,Rockland,1980,14810,1900,33,745,,Active,,,https://www.redfin.com/ME/Rockland/8-5R-Lindsey-St-04841/home/188133622,MREIS,1575391,N,Y,44.1058591,-69.1106265
MLS Listing,,Mobile/Manufactured Home,95 Porter St,Rockport,ME,04856,150000,1,1.0,Rockport,804,22215,1960,33,187,,Active,,,https://www.redfin.com/ME/Rockport/95-Porter-St-04856/home/107035998,MREIS,1575395,N,Y,44.151866,-69.107234
MLS Listing,,Mobile/Manufactured Home,260 Fishtown Rd,Appleton,ME,04862,189000,4,2.0,Appleton,1344,522720,1973,33,141,,Active,,,https://www.redfin.com/ME/Appleton/260-Fishtown-Rd-04862/home/100094561,MREIS,1575379,N,Y,44.3117282,-69.3282813
MLS Listing,,Single Family Residential,10 Robinson Dr,Rockport,ME,04856,529900,4,2.0,Rockport,1918,43560,1990,33,276,,Active,,,https://www.redfin.com/ME/Rockport/10-Robinson-Dr-04856/home/100301392,MREIS,1575373,N,Y,44.1762994,-69.1439803
MLS Listing,,Condo/Co-op,440 Belfast Rd Unit Naan.D1,Camden,ME,04843,1350000,2,2.0,Camden,1720,1916640,2024,35,785,725,Active,,,https://www.redfin.com/ME/Camden/440-Belfast-Rd-04843/unit-NaanD1/home/188107777,MREIS,1575256,N,Y,44.2420776,-69.0380799
MLS Listing,,Single Family Residential,15 Birch St,Rockport,ME,04856,485000,2,2.0,Rockport,1008,17859,1980,36,481,,Active,,,https://www.redfin.com/ME/Rockport/15-Birch-St-04856/home/66700545,MREIS,1575116,N,Y,44.1875831,-69.076116
MLS Listing,,Single Family Residential,119 Sprague Rd,Washington,ME,04574,458000,3,2.0,Washington,2165,261360,1890,36,212,,Active,,,https://www.redfin.com/ME/Washington/119-Sprague-Rd-04574/home/145121590,MREIS,1575094,N,Y,44.2562209,-69.360741
MLS Listing,,Vacant Land,Lot 17-1 Sennebec Rd,Appleton,ME,04862,275000,,,Appleton,,2308680,,36,,,Active,,,https://www.redfin.com/ME/Union/17-Sennebec-Rd-04862/home/186302891,MREIS,1575042,N,Y,44.2609326,-69.2516379
MLS Listing,,Single Family Residential,36 Wellington Dr,Rockport,ME,04856,885000,4,2.5,Rockport,3458,82764,1998,37,256,21,Active,,,https://www.redfin.com/ME/Rockport/36-Wellington-Dr-04856/home/100301609,MREIS,1575019,N,Y,44.1432476,-69.104147
MLS Listing,,Single Family Residential,239 Westbrook St,South Thomaston,ME,04858,449000,3,1.0,South Thomaston,1648,43560,1980,39,272,,Active,,,https://www.redfin.com/ME/South-Thomaston/239-Westbrook-St-04858/home/99932536,MREIS,1574565,N,Y,44.0571018,-69.1473365
MLS Listing,,Single Family Residential,568 St George Rd,South Thomaston,ME,04858,229000,2,1.0,South Thomaston,768,27878,1936,39,298,,Active,,,https://www.redfin.com/ME/South-Thomaston/568-St-George-Rd-04858/home/99931999,MREIS,1574251,N,Y,44.0478634,-69.1760287
MLS Listing,,Vacant Land,Lot # Western Rd,Warren,ME,04864,1100000,,,Warren,,1437480,,40,,,Active,,,https://www.redfin.com/ME/Warren/Lot-Western-Rd-04864/home/188043583,MREIS,1574840,N,Y,44.1436769,-69.27518
MLS Listing,,Single Family Residential,6 Summer St,Rockport,ME,04856,749000,4,3.0,Rockport,1906,12196,1853,41,393,,Active,,,https://www.redfin.com/ME/Rockport/6-Summer-St-04856/home/100302265,MREIS,1574623,N,Y,44.1890213,-69.072145
MLS Listing,,Single Family Residential,67 Island Rd,South Thomaston,ME,04858,675000,3,1.0,South Thomaston,765,17424,1926,42,882,,Active,,,https://www.redfin.com/ME/South-Thomaston/67-Island-Rd-04858/home/99931731,MREIS,1574573,N,Y,44.0097756,-69.1273252
MLS Listing,,Vacant Land,56 Camden Rd,Hope,ME,04847,285000,,,Hope,,250470,,42,,,Active,,,https://www.redfin.com/ME/Hope/56-Camden-Rd-04847/home/100122248,MREIS,1574561,N,Y,44.2614527,-69.1508152
MLS Listing,,Single Family Residential,89 Ingraham Dr,Owls Head,ME,04854,525000,3,2.0,Owls Head,2300,29620,1991,42,228,,Active,,,https://www.redfin.com/ME/Owls-Head/89-Ingraham-Dr-04854/home/100176217,MREIS,1574511,N,Y,44.084347,-69.1062906
MLS Listing,,Single Family Residential,21 Bonny St,Rockport,ME,04856,725000,3,3.0,Rockport,2356,56192,2000,42,308,,Active,,,https://www.redfin.com/ME/Rockport/21-Bonny-St-04856/home/100301738,MREIS,1573312,N,Y,44.1823479,-69.1259739
MLS Listing,,Single Family Residential,29 Lowell Ledge Ln,Owls Head,ME,04854,1925000,3,3.0,Owls Head,2393,119790,1980,46,804,,Active,,,https://www.redfin.com/ME/Owls-Head/29-Lowell-Ledge-Ln-04854/home/100176686,MREIS,1573968,N,Y,44.083553,-69.094358
MLS Listing,,Single Family Residential,34 Old County Rd,Rockport,ME,04856,975000,0,2.0,Rockport,4589,65775,1948,47,212,,Active,,,https://www.redfin.com/ME/Rockport/34-Old-County-RD-04856/home/187852321,MREIS,1574178,N,Y,44.1757122,-69.110256
MLS Listing,,Multi-Family (2-4 Unit),20 Elm St,Rockland,ME,04841,595000,0,,Rockland,2838,6098,1894,49,210,,Active,,,https://www.redfin.com/ME/Rockland/20-Elm-St-04841/home/113626290,MREIS,1573944,N,Y,44.1030286,-69.1101054
MLS Listing,,Condo/Co-op,62 Eastward #62,Rockport,ME,04856,710000,3,3.5,Rockport,2107,2744280,1990,49,337,587,Active,,,https://www.redfin.com/ME/Rockport/62-Eastward-04856/unit-62/home/187811832,MREIS,1573878,N,Y,44.1269421,-69.0798205
MLS Listing,,Single Family Residential,116 Chestnut St,Camden,ME,04843,1495000,5,2.5,Camden,3702,11761,1900,49,404,,Active,,,https://www.redfin.com/ME/Camden/116-Chestnut-St-04843/home/102070602,MREIS,1573874,N,Y,44.2023702,-69.0611035
MLS Listing,,Single Family Residential,37 Candys Cove Rd,Saint George,ME,04860,1600000,2,2.0,Saint George,2724,49658,1968,50,587,,Active,,,https://www.redfin.com/ME/Saint-George/37-Candys-Cove-Rd-04860/home/100163738,MREIS,1573827,N,Y,43.9321141,-69.2362804
MLS Listing,,Vacant Land,235 Old County Rd,Rockport,ME,04856,70000,,,Rockport,,43560,,50,,,Active,,,https://www.redfin.com/ME/Rockport/235-Old-County-Rd-04856/home/100301360,MREIS,1573787,N,Y,44.13159,-69.103415
MLS Listing,,Vacant Land,12 Lexington Ln,Rockport,ME,04856,1600000,,,Rockport,,426888,,50,,,Active,,,https://www.redfin.com/ME/Rockport/12-Lexington-Ln-04856/home/187800248,MREIS,1573775,N,Y,44.1440352,-69.0983407
MLS Listing,,Condo/Co-op,69 Elm St #300,Camden,ME,04843,589000,2,2.0,Camden,1785,,1840,50,330,487,Active,,,https://www.redfin.com/ME/Camden/69-Elm-St-04843/unit-300/home/66711835,MREIS,1573756,N,Y,44.2070102,-69.0691569
MLS Listing,,Single Family Residential,"#7 Jones Brook Rd",Saint George,ME,04860,384900,3,2.0,Saint George,1344,105850,2023,51,286,,Active,,,https://www.redfin.com/ME/Tenants-Harbor/7-Jones-Brook-RD-04860/home/187795381,MREIS,1573719,N,Y,43.9546648,-69.2504563
MLS Listing,,Condo/Co-op,68 Eastward #68,Rockport,ME,04856,775000,3,3.0,Rockport,1644,2744280,1984,51,471,587,Active,,,https://www.redfin.com/ME/Rockport/68-Eastward-04856/unit-68/home/187788570,MREIS,1573650,N,Y,44.1271505,-69.0797797
MLS Listing,,Single Family Residential,88 Bayview Ter,Owls Head,ME,04854,2295000,4,4.0,Owls Head,3140,161172,1950,51,731,42,Active,,,https://www.redfin.com/ME/Owls-Head/88-Bayview-Ter-04854/home/100176568,MREIS,1573056,N,Y,44.0509818,-69.0766795
MLS Listing,,Single Family Residential,20 Bayberry Ln,South Thomaston,ME,04858,939000,3,3.5,South Thomaston,2475,44866,2007,52,379,,Active,,,https://www.redfin.com/ME/South-Thomaston/20-Bayberry-Ln-04858/home/99932653,MREIS,1573623,N,Y,44.0032879,-69.1229299
MLS Listing,,Single Family Residential,163 Waldoboro Rd,Washington,ME,04574,420000,3,2.0,Washington,1995,217800,1889,53,211,,Active,,,https://www.redfin.com/ME/Washington/163-Waldoboro-Rd-04574/home/100201662,MREIS,1573053,N,Y,44.2636072,-69.3733467
MLS Listing,,Single Family Residential,155 Pleasant St,Rockland,ME,04841,265000,2,1.5,Rockland,928,10018,1930,54,286,,Active,,,https://www.redfin.com/ME/Rockland/155-Pleasant-St-04841/home/66696060,MREIS,1573501,N,Y,44.0994155,-69.1206101
MLS Listing,,Vacant Land,62 Thomaston St,Rockland,ME,04841,99000,,,Rockland,,51400,,54,,,Active,,,https://www.redfin.com/ME/Rockland/62-Thomaston-St-04841/home/177385352,MREIS,1573486,N,Y,44.0940309,-69.1148978
MLS Listing,,Single Family Residential,117 New County Rd,Rockland,ME,04841,379000,3,2.0,Rockland,1457,17859,1890,55,260,,Active,,,https://www.redfin.com/ME/Rockland/117-New-County-Rd-04841/home/100137225,MREIS,1573381,N,Y,44.098593,-69.127699
MLS Listing,,Single Family Residential,7 Lakeview St,Vinalhaven,ME,04863,679000,4,2.5,Vinalhaven,2061,13068,1875,55,329,,Active,,,https://www.redfin.com/ME/Vinalhaven/7-Lake-Vw-St-04863/home/97712655,MREIS,1573356,N,Y,44.0485002,-68.8353737
MLS Listing,,Single Family Residential,509 Camden Rd,Appleton,ME,04862,595000,3,2.5,Appleton,2376,78408,2018,55,250,,Active,,,https://www.redfin.com/ME/Appleton/509-Camden-Rd-04862/home/100094648,MREIS,1573291,N,Y,44.3044009,-69.2093233
MLS Listing,,Single Family Residential,103 Main St,Saint George,ME,04860,590000,4,2.0,Saint George,1800,91040,1900,56,328,,Active,,,https://www.redfin.com/ME/St-George/103-Main-St-04860/home/100162761,MREIS,1573258,N,Y,43.9665333,-69.217014
MLS Listing,,Single Family Residential,6 South Road Rd S #1,Matinicus Isle Plt,ME,04851,195000,3,1.0,Matinicus Isle Plt,1800,65340,1910,56,108,,Active,,,https://www.redfin.com/ME/Matinicus/6-South-Rd-04851/unit-1/home/187684168,MREIS,1573228,N,Y,43.8597701,-68.8934983
MLS Listing,,Single Family Residential,809 Depot St,Union,ME,04862,1200000,4,2.0,Union,2277,3672108,1850,57,527,,Active,,,https://www.redfin.com/ME/Union/809-Depot-St-04862/home/97607355,MREIS,1573091,N,Y,44.1913174,-69.2849938
MLS Listing,,Single Family Residential,431 Atlantic Hwy,Warren,ME,04864,599000,3,2.0,Warren,2104,318859,2008,57,285,,Active,,,https://www.redfin.com/ME/Warren/431-Atlantic-Hwy-04864/home/100256055,MREIS,1572802,N,Y,44.0811294,-69.2249887
MLS Listing,,Single Family Residential,318 Hosmer Pond Rd,Camden,ME,04843,575000,3,1.0,Camden,1126,25264,1940,58,511,,Active,,,https://www.redfin.com/ME/Camden/318-Hosmer-Pond-Rd-04843/home/66679612,MREIS,1573054,N,Y,44.2130991,-69.1231626
