SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,135 Mudget Hill Rd,Vassalboro,ME,04989,399000,3,2.0,Vassalboro,2200,217800,1985,70,181,,Active,,,https://www.redfin.com/ME/Vassalboro/135-Mudget-Hill-Rd-04989/home/86095033,MREIS,1571870,N,Y,44.373091,-69.6351194
MLS Listing,,Single Family Residential,29 Sterling St,Waterville,ME,04901,230000,3,1.0,Waterville,1119,5227,1961,1,206,,Active,,,https://www.redfin.com/ME/Waterville/29-Sterling-St-04901/home/79775031,MREIS,1578045,N,Y,44.5408885,-69.6578917
MLS Listing,,Single Family Residential,118 Hussey Hill Rd,Oakland,ME,04963,275000,3,1.0,Oakland,1748,108900,1986,1,157,,Active,,,https://www.redfin.com/ME/Oakland/118-Hussey-Hill-Rd-04963/home/99926317,MREIS,1578050,N,Y,44.56833,-69.724939
MLS Listing,,Single Family Residential,539 Nash Rd,Pittston,ME,04345,369900,3,2.0,Pittston,1854,136342,2023,1,200,,Active,,,https://www.redfin.com/ME/Pittston/539-Nash-Rd-04345/home/188679625,MREIS,1578039,N,Y,44.1554151,-69.6661985
MLS Listing,,Single Family Residential,31 Russell St,Farmingdale,ME,04344,385000,2,1.5,Farmingdale,2248,20037,2010,1,171,,Active,,,https://www.redfin.com/ME/Farmingdale/31-Russell-St-04344/home/100093271,MREIS,1578011,N,Y,44.2406586,-69.7832913
MLS Listing,,Single Family Residential,121 Western Ave,Waterville,ME,04901,275000,3,1.0,Waterville,2251,5662,1932,1,122,,Active,,,https://www.redfin.com/ME/Waterville/121-Western-Ave-04901/home/83718440,MREIS,1578004,N,Y,44.5507275,-69.6487823
MLS Listing,,Single Family Residential,125 Benson Rd,West Gardiner,ME,04345,369000,3,2.0,West Gardiner,1722,58806,1974,1,214,,Active,,,https://www.redfin.com/ME/West-Gardiner/125-Benson-Rd-04345/home/100152437,MREIS,1578003,N,Y,44.256037,-69.8846
MLS Listing,,Single Family Residential,9 Dry Point Dr,Rome,ME,04963,965000,10,9.0,Rome,5200,71874,1790,1,186,,Active,,,https://www.redfin.com/ME/Rome/9-Dry-Point-Dr-04963/home/66675266,MREIS,1577997,N,Y,44.5311905,-69.8873675
MLS Listing,,Single Family Residential,25 Cook Hill Rd,Vassalboro,ME,04989,429900,3,1.5,Vassalboro,2558,87120,1990,1,168,,Active,,,https://www.redfin.com/ME/Vassalboro/25-Cook-Hill-Rd-04989/home/86096452,MREIS,1577975,N,Y,44.480365,-69.644997
MLS Listing,,Single Family Residential,2 Vining Hill Ln,Windsor,ME,04363,394900,3,2.0,Windsor,1792,104544,2023,1,220,,Active,,,https://www.redfin.com/ME/Windsor/2-Vining-Hill-LN-04363/home/188654267,MREIS,1577957,N,Y,44.2910259,-69.5699752
MLS Listing,,Vacant Land,TBD Hill Rd,Clinton,ME,04901,120000,,,Clinton,,718740,,1,,,Active,,,https://www.redfin.com/ME/Waterville/TBD-Hill-RD-04901/home/188654264,MREIS,1577963,N,Y,44.5543277,-69.5419984
MLS Listing,,Vacant Land,2785 West River Rd,Sidney,ME,04330,177000,,,Sidney,,435600,,1,,,Active,,,https://www.redfin.com/ME/Sidney/2785-W-River-Rd-04330/home/66695200,MREIS,1577956,N,Y,44.4223151,-69.7105208
MLS Listing,,Vacant Land,Lot #3 Lovejoy Shores Dr,Fayette,ME,04349,33000,,,Fayette,,14810,,1,,4,Active,,,https://www.redfin.com/ME/Fayette/Lot-3-Lovejoy-Shores-Dr-04349/home/188648001,MREIS,1577953,N,Y,44.4030751,-70.022198
MLS Listing,,Single Family Residential,329 Abbott Rd,Winslow,ME,04901,179455,2,1.0,Winslow,1036,172497,1976,2,173,,Active,,,https://www.redfin.com/ME/Winslow/329-Abbott-Rd-04901/home/100030805,MREIS,1577894,N,Y,44.5173476,-69.5108522
MLS Listing,,Single Family Residential,107 Ferry Rd,Chelsea,ME,04330,390000,4,2.0,Chelsea,2030,40510,1920,2,192,,Active,,,https://www.redfin.com/ME/Chelsea/107-Ferry-Rd-04330/home/66718279,MREIS,1577870,N,Y,44.2856849,-69.7775065
MLS Listing,,Condo/Co-op,45 Beech St #45,Hallowell,ME,04347,583400,3,2.5,Hallowell,1493,,2024,2,391,263,Active,,,https://www.redfin.com/ME/Hallowell/45-Beech-St-04347/unit-45/home/188632126,MREIS,1577846,N,Y,44.2931846,-69.7964617
MLS Listing,,Single Family Residential,277 Town Farm Rd,Oakland,ME,04963,385000,3,2.5,Oakland,1730,354142,1988,2,223,,Active,,,https://www.redfin.com/ME/Oakland/277-Town-Farm-Rd-04963/home/99926278,MREIS,1577852,N,Y,44.5528673,-69.755506
MLS Listing,,Single Family Residential,14 Pine St,Gardiner,ME,04345,299900,4,2.0,Gardiner,2244,12632,1870,2,134,,Active,November-25-2023 11:00 AM,November-25-2023 01:00 PM,https://www.redfin.com/ME/Gardiner/14-Pine-St-04345/home/99997060,MREIS,1577838,N,Y,44.2232542,-69.7822667
MLS Listing,,Single Family Residential,569 Horseback Rd,Clinton,ME,04927,249000,3,1.0,Clinton,1056,43560,1990,2,236,,Active,,,https://www.redfin.com/ME/Clinton/569-Horseback-Rd-04927/home/66724629,MREIS,1577840,N,Y,44.686998,-69.5169549
MLS Listing,,Single Family Residential,617 Abbott Rd,Winslow,ME,04901,335000,3,2.0,Winslow,1810,87120,1992,2,185,,Active,,,https://www.redfin.com/ME/Winslow/617-Abbott-Rd-04901/home/100033061,MREIS,1577832,N,Y,44.5336565,-69.5257899
MLS Listing,,Single Family Residential,373 River Rd,Chelsea,ME,04330,349900,3,2.0,Chelsea,1584,130680,1980,2,221,,Active,,,https://www.redfin.com/ME/Chelsea/373-River-Rd-04330/home/100100935,MREIS,1577834,N,Y,44.271517,-69.768077
MLS Listing,,Single Family Residential,142 Jones Rd,Windsor,ME,04363,215000,2,1.5,Windsor,1404,95832,1940,3,153,,Active,November-26-2023 11:00 AM,November-26-2023 02:00 PM,https://www.redfin.com/ME/Windsor/142-Jones-Rd-04363/home/99981006,MREIS,1577814,N,Y,44.3188997,-69.6035286
MLS Listing,,Single Family Residential,945 Battle Ridge Road Rd,Clinton,ME,04927,320000,3,2.0,Clinton,1392,588060,2020,3,230,,Active,,,https://www.redfin.com/ME/Clinton/945-Battle-Ridge-Rd-04927/home/177680985,MREIS,1577813,N,Y,44.6879229,-69.5609661
MLS Listing,,Vacant Land,166 Maple Ridge Rd,China,ME,04358,39000,,,China,,69696,,4,,,Active,,,https://www.redfin.com/ME/China/166-Maple-Ridge-Rd-04358/home/99973433,MREIS,1577798,N,Y,44.4708296,-69.5688
MLS Listing,,Mobile/Manufactured Home,22 Winkley Rd,Windsor,ME,04363,64900,3,2.0,Windsor,1892,125017,1997,5,34,,Active,,,https://www.redfin.com/ME/Windsor/22-Winkley-Rd-04363/home/99980785,MREIS,1577759,N,Y,44.321378,-69.578312
MLS Listing,,Single Family Residential,10 Gilman St,Augusta,ME,04330,165000,4,2.0,Augusta,1813,21780,1900,5,91,,Active,,,https://www.redfin.com/ME/Augusta/10-Gilman-St-04330/home/99943313,MREIS,1577760,N,Y,44.3170133,-69.7587756
MLS Listing,,Single Family Residential,17 Franklin St,Waterville,ME,04901,243900,2,1.0,Waterville,1068,16988,1950,5,228,,Active,,,https://www.redfin.com/ME/Waterville/17-Franklin-St-04901/home/100336063,MREIS,1577734,N,Y,44.537508,-69.65486
MLS Listing,,Single Family Residential,189 Metcalf Rd,Winthrop,ME,04364,195000,2,1.0,Winthrop,1261,10454,1950,5,155,,Active,,,https://www.redfin.com/ME/Winthrop/189-Metcalf-Rd-04364/home/100077959,MREIS,1577730,N,Y,44.3175967,-69.9510173
MLS Listing,,Single Family Residential,170 Rockwood Dr,China,ME,04358,485000,3,2.5,China,2571,43995,1986,5,189,10,Active,,,https://www.redfin.com/ME/South-China/170-Rockwood-Dr-04358/home/99972685,MREIS,1577718,N,Y,44.376767,-69.594527
MLS Listing,,Multi-Family (2-4 Unit),138 Town Farm Rd,Hallowell,ME,04347,300000,5,3.0,Hallowell,1848,130680,1900,5,162,,Active,,,https://www.redfin.com/ME/Hallowell/138-Town-Farm-Rd-04347/home/100065359,MREIS,1573645,N,Y,44.2917323,-69.8160631
